activity,timeStamp,x,y,x
Downstairs,1.57656648047e+12,-0.13533172,0.9688965,-0.13533172
Downstairs,1.576566480509e+12,-0.0009811402,1.0434281,-0.0009811402
Downstairs,1.576566480668e+12,-0.23339844,1.2130829,-0.23339844
Downstairs,1.576566480788e+12,-0.0009811402,1.1444366,-0.0009811402
Downstairs,1.576566480795e+12,-0.056878664,1.1208999,-0.056878664
Downstairs,1.576566480886e+12,-0.114738464,0.7913971,-0.114738464
Downstairs,1.576566481124e+12,0.19024964,0.80316466,0.19024964
Downstairs,1.57656648154e+12,-0.03432312,0.68254244,-0.03432312
Downstairs,1.576566481929e+12,0.207901,1.781868,0.207901
Downstairs,1.576566481997e+12,-0.023536682,1.2268112,-0.023536682
Downstairs,1.576566482076e+12,0,0.56780547,0
Downstairs,1.576566482512e+12,-0.016671753,1.0198914,-0.016671753
Downstairs,1.576566482591e+12,-0.07355042,0.9453613,-0.07355042
Downstairs,1.576566482643e+12,0.008825684,0.64233553,0.008825684
Downstairs,1.576566483047e+12,-0.015690614,0.8718109,-0.015690614
Downstairs,1.576566483185e+12,-0.04903259,0.6305679,-0.04903259
Downstairs,1.576566484395e+12,-0.105911255,1.0561768,-0.105911255
Downstairs,1.576566484454e+12,-0.22163086,1.1748368,-0.22163086
Downstairs,1.576566484633e+12,-0.050994873,0.7668808,-0.050994873
Downstairs,1.576566484712e+12,-0.14906159,0.82964325,-0.14906159
Downstairs,1.576566484731e+12,-0.10296936,0.7031372,-0.10296936
Downstairs,1.576566485029e+12,0.15494537,1.693608,0.15494537
Downstairs,1.576566484989e+12,0.293219,1.2846711,0.293219
Downstairs,1.576566485129e+12,-0.059820555,0.7953186,-0.059820555
Downstairs,1.576566485291e+12,0.09610443,0.798262,0.09610443
Downstairs,1.576566485311e+12,0.23045655,0.85023654,0.23045655
Downstairs,1.576566485426e+12,-0.16377106,0.9698776,-0.16377106
Downstairs,1.57656648545e+12,-0.056878664,1.3003616,-0.056878664
Downstairs,1.576566485572e+12,0.24614716,1.0787323,0.24614716
Downstairs,1.576566485765e+12,-0.09316254,0.705098,-0.09316254
Downstairs,1.576566486576e+12,0.08924103,1.1307068,0.08924103
Downstairs,1.576566486636e+12,-0.10493164,0.9688965,-0.10493164
Downstairs,1.576566486694e+12,-0.07747193,0.8129715,-0.07747193
Downstairs,1.576566486893e+12,-0.0039230348,1.2542709,-0.0039230348
Downstairs,1.57656648713e+12,-0.08825989,0.68940735,-0.08825989
Downstairs,1.576566487369e+12,-0.0049026487,1.0081238,-0.0049026487
Downstairs,1.576566487488e+12,-0.0078460695,1.0110657,-0.0078460695
Downstairs,1.576566487844e+12,-0.17161712,0.93065184,-0.17161712
Downstairs,1.576566487991e+12,-0.10787354,1.4003891,-0.10787354
Downstairs,1.5765664883e+12,0.11964111,1.0247955,0.11964111
Downstairs,1.576566488657e+12,-0.13337097,0.8924057,-0.13337097
Downstairs,1.576566488677e+12,-0.081394956,0.8963272,-0.081394956
Downstairs,1.576566488756e+12,-0.026478577,1.0012589,-0.026478577
Downstairs,1.576566488935e+12,-0.23339844,1.2425019,-0.23339844
Downstairs,1.576566489153e+12,-0.10100861,0.8786758,-0.10100861
Downstairs,1.576566489212e+12,-0.08531799,0.8718109,-0.08531799
Downstairs,1.576566489351e+12,0.09316254,0.7070602,0.09316254
Downstairs,1.57656648963e+12,-0.28047028,0.9286896,-0.28047028
Downstairs,1.576566489651e+12,-0.4344345,0.89436644,-0.4344345
Downstairs,1.576566489729e+12,0.3755951,1.0238144,0.3755951
Downstairs,1.576566490581e+12,0.10983429,0.64625853,0.10983429
Downstairs,1.576566490641e+12,0.31087035,0.964975,0.31087035
Downstairs,1.576566491158e+12,-0.16181031,0.76589966,-0.16181031
Downstairs,1.576566491392e+12,0.16671295,1.1091324,0.16671295
Downstairs,1.57656649175e+12,-0.23830108,1.2974198,-0.23830108
Downstairs,1.57656649193e+12,-0.06472321,1.1012863,-0.06472321
Downstairs,1.576566491942e+12,-0.0578598,0.9826263,-0.0578598
Downstairs,1.576566492087e+12,-0.038246155,0.8080673,-0.038246155
Downstairs,1.576566492305e+12,0.19024964,1.3650863,0.19024964
Downstairs,1.576566492384e+12,0.024516296,0.65214235,0.024516296
Downstairs,1.576566492404e+12,0.062762454,0.5334824,0.062762454
Downstairs,1.576566492463e+12,0.052955627,0.5501526,0.052955627
Downstairs,1.576566492682e+12,-0.4256088,1.2827103,-0.4256088
Downstairs,1.576566492809e+12,0.039227296,0.9090759,0.039227296
Downstairs,1.576566492861e+12,-0.05393677,0.7815903,-0.05393677
Downstairs,1.576566492966e+12,-0.05491791,0.7668808,-0.05491791
Downstairs,1.576566493058e+12,-0.3765747,0.79041594,-0.3765747
Downstairs,1.576566493118e+12,-0.12552491,0.9963562,-0.12552491
Downstairs,1.576566493157e+12,0.1863266,1.3513565,0.1863266
Downstairs,1.576566493256e+12,0.052955627,1.3297821,0.052955627
Downstairs,1.576566493277e+12,-0.0078460695,1.1316879,-0.0078460695
Downstairs,1.576566493336e+12,0.094143674,0.47562256,0.094143674
Downstairs,1.576566493396e+12,0.015690614,0.586438,0.015690614
Downstairs,1.576566493415e+12,0.032362364,0.6776398,0.032362364
Downstairs,1.576566493467e+12,0.19024964,0.89044344,0.19024964
Downstairs,1.576566493496e+12,0.2569336,0.9630127,0.2569336
Downstairs,1.576566493537e+12,0.17553863,0.9659546,0.17553863
Downstairs,1.576566493594e+12,-0.020593261,1.2787873,-0.020593261
Downstairs,1.576566493752e+12,0.17455903,0.99831694,0.17455903
Downstairs,1.576566493871e+12,-0.07649231,0.92378694,-0.07649231
Downstairs,1.576566494128e+12,0.36186522,1.2621155,0.36186522
Downstairs,1.576566494288e+12,0.15396424,0.5776123,0.15396424
Downstairs,1.576566494327e+12,0.10493164,0.55603635,0.10493164
Downstairs,1.576566494605e+12,-0.5030807,1.6210388,-0.5030807
Downstairs,1.576566494624e+12,-0.1647522,1.1110932,-0.1647522
Downstairs,1.576566494724e+12,-0.09218292,0.89436644,-0.09218292
Downstairs,1.576566494743e+12,-0.04903259,0.757074,-0.04903259
Downstairs,1.576566494862e+12,-0.08629914,0.72569275,-0.08629914
Downstairs,1.576566494882e+12,-0.047071837,0.7374603,-0.047071837
Downstairs,1.576566494922e+12,-0.18044281,0.87671506,-0.18044281
Downstairs,1.576566494981e+12,-0.40011138,0.95418704,-0.40011138
Downstairs,1.576566495148e+12,0.18044281,1.1767975,0.18044281
Downstairs,1.576566495182e+12,-0.005883789,0.9571289,-0.005883789
Downstairs,1.576566495399e+12,0.22163086,0.9483032,0.22163086
Downstairs,1.576566495439e+12,0.14611968,0.8080673,0.14611968
Downstairs,1.576566495485e+12,-0.0009811402,0.9787033,-0.0009811402
Downstairs,1.576566495597e+12,0.032362364,1.0581375,0.032362364
Downstairs,1.576566495972e+12,0.41776276,1.1395324,0.41776276
Downstairs,1.57656649617e+12,0.030400086,0.63154906,0.030400086
Downstairs,1.576566496509e+12,-0.73157656,1.5082626,-0.73157656
Downstairs,1.576566496586e+12,0.016671753,1.3994095,0.016671753
Downstairs,1.576566496884e+12,-0.0049026487,1.0179306,-0.0049026487
Downstairs,1.576566496844e+12,-0.11081543,0.95811003,-0.11081543
Downstairs,1.576566497023e+12,0.058839418,1.2150437,0.058839418
Downstairs,1.576566497268e+12,-0.07256927,0.73647916,-0.07256927
Downstairs,1.576566497361e+12,0.23535919,0.794339,0.23535919
Downstairs,1.576566497579e+12,-0.005883789,1.1601273,-0.005883789
Downstairs,1.57656649764e+12,0.16965485,1.3964676,0.16965485
Downstairs,1.576566497677e+12,-0.19515228,0.61585695,-0.19515228
Downstairs,1.576566497796e+12,0.27752838,0.912999,0.27752838
Downstairs,1.576566497836e+12,-0.06962738,0.8374878,-0.06962738
Downstairs,1.576566498015e+12,-0.030400086,0.6776398,-0.030400086
Downstairs,1.576566498333e+12,0.4059952,1.5680832,0.4059952
Downstairs,1.576566498293e+12,0.19613342,1.704396,0.19613342
Downstairs,1.576566498351e+12,0.30400544,1.3523376,0.30400544
Downstairs,1.576566498451e+12,0.14513855,0.667833,0.14513855
Downstairs,1.576566498472e+12,0.11964111,0.49621582,0.11964111
Downstairs,1.576566498669e+12,0.27948913,0.93163145,0.27948913
Downstairs,1.576566498689e+12,0.2530121,0.95418704,0.2530121
Downstairs,1.576566498906e+12,0.024516296,1.210141,0.024516296
Downstairs,1.576566499164e+12,-0.3030258,0.86004335,-0.3030258
Downstairs,1.576566499105e+12,-0.10493164,0.6501816,-0.10493164
Downstairs,1.576566499302e+12,0.33244476,1.3435104,0.33244476
Downstairs,1.576566499621e+12,0.29812163,0.8620041,0.29812163
Downstairs,1.576566499739e+12,0.07649231,0.82081604,0.07649231
Downstairs,1.576566499818e+12,-0.33244476,1.6985123,-0.33244476
Downstairs,1.576566499937e+12,0.019613648,1.2013153,0.019613648
Downstairs,1.576566500096e+12,-0.13042907,0.7923767,-0.13042907
Downstairs,1.576566500373e+12,0.21084289,1.3582214,0.21084289
Downstairs,1.576566500393e+12,0.06962738,1.0169494,0.06962738
Downstairs,1.576566500531e+12,0.14513855,0.43639526,0.14513855
Downstairs,1.576566500591e+12,0.038246155,0.78355104,0.038246155
Downstairs,1.576566500711e+12,0.27850953,0.9296707,0.27850953
Downstairs,1.57656650073e+12,0.051974487,1.0257752,0.051974487
Downstairs,1.57656650078e+12,-0.17455903,1.3131104,-0.17455903
Downstairs,1.576566500829e+12,-0.1039505,1.4043121,-0.1039505
Downstairs,1.57656650085e+12,0.071588136,0.9120178,0.071588136
Downstairs,1.576566501187e+12,-0.25104982,0.8374878,-0.25104982
Downstairs,1.576566501246e+12,-0.13533172,1.0110657,-0.13533172
Downstairs,1.576566501325e+12,0.44718322,1.4239258,0.44718322
Downstairs,1.576566501345e+12,0.28341216,1.5553344,0.28341216
Downstairs,1.576566501821e+12,-0.48739013,1.2513291,-0.48739013
Downstairs,1.576566501899e+12,0.12650605,0.90711516,0.12650605
Downstairs,1.576566502157e+12,-0.18828735,0.7541321,-0.18828735
Downstairs,1.576566502475e+12,0.10100861,0.51190645,0.10100861
Downstairs,1.576566502673e+12,0.058839418,0.7913971,0.058839418
Downstairs,1.576566502756e+12,-0.14611968,1.0963837,-0.14611968
Downstairs,1.576566502732e+12,0.071588136,1.0777512,0.071588136
Downstairs,1.57656650295e+12,-0.08924103,0.8737732,-0.08924103
Downstairs,1.57656650305e+12,-0.18730775,0.74628603,-0.18730775
Downstairs,1.576566503387e+12,0.058839418,0.8531784,0.058839418
Downstairs,1.576566503426e+12,0.06864624,0.62174225,0.06864624
Downstairs,1.576566503585e+12,0.40501404,0.9698776,0.40501404
Downstairs,1.576566503545e+12,0.33440703,0.83552706,0.33440703
Downstairs,1.576566503608e+12,0.19122925,0.86985016,0.19122925
Downstairs,1.576566503645e+12,0.09316254,0.8884827,0.09316254
Downstairs,1.576566503743e+12,-0.2716446,1.615155,-0.2716446
Downstairs,1.576566503783e+12,0.038246155,1.0296981,0.038246155
Downstairs,1.576566503861e+12,0.050013732,0.8610245,0.050013732
Downstairs,1.576566503901e+12,-0.14023438,0.7492279,-0.14023438
Downstairs,1.576566504142e+12,0.14808044,1.3278198,0.14808044
Downstairs,1.57656650422e+12,0.051974487,1.7063568,0.051974487
Downstairs,1.576566504281e+12,0.018632507,1.0561768,0.018632507
Downstairs,1.576566504437e+12,0.1529831,0.6433166,0.1529831
Downstairs,1.576566504477e+12,0.17750092,0.8610245,0.17750092
Downstairs,1.576566504655e+12,0.14513855,1.3317429,0.14513855
Downstairs,1.576566504755e+12,-0.28243104,1.3582214,-0.28243104
Downstairs,1.576566504814e+12,0.415802,1.2964386,0.415802
Downstairs,1.576566504834e+12,0.1647522,1.2385803,0.1647522
Downstairs,1.576566504974e+12,-0.016671753,0.75609285,-0.016671753
Downstairs,1.576566505051e+12,0.03334198,1.0865768,0.03334198
Downstairs,1.576566505131e+12,-0.32950288,1.3896027,-0.32950288
Downstairs,1.576566505151e+12,-0.14317779,1.335666,-0.14317779
Downstairs,1.576566505329e+12,-0.15494537,0.97183836,-0.15494537
Downstairs,1.576566505389e+12,-0.12650605,0.879657,-0.12650605
Downstairs,1.576566505428e+12,-0.047071837,0.8443527,-0.047071837
Downstairs,1.576566505468e+12,0.17553863,0.83552706,0.17553863
Downstairs,1.576566505606e+12,0.08531799,0.8982895,0.08531799
Downstairs,1.576566505785e+12,0.14906159,1.1091324,0.14906159
Downstairs,1.576566505825e+12,-0.19809417,0.71882784,-0.19809417
Downstairs,1.57656650595e+12,0.21378478,0.8659271,0.21378478
Downstairs,1.57656650597e+12,0.06864624,0.831604,0.06864624
Downstairs,1.576566506024e+12,-0.09218292,0.8247391,-0.09218292
Downstairs,1.576566506031e+12,-0.052955627,0.79924166,-0.052955627
Downstairs,1.576566506122e+12,0.018632507,0.6707748,0.018632507
Downstairs,1.57656650626e+12,-0.12454376,0.875734,-0.12454376
Downstairs,1.576566506427e+12,0.21574707,1.2209275,0.21574707
Downstairs,1.576566506478e+12,-0.087278746,0.9571289,-0.087278746
Downstairs,1.576566506618e+12,-0.0029418946,0.5501526,-0.0029418946
Downstairs,1.576566506777e+12,0.07747193,0.8041458,0.07747193
Downstairs,1.576566507173e+12,-0.09806671,0.6854843,-0.09806671
Downstairs,1.576566507314e+12,-0.117680356,1.203276,-0.117680356
Downstairs,1.57656650739e+12,0.4069763,1.6906662,0.4069763
Downstairs,1.576566507569e+12,0.059820555,0.3697113,0.059820555
Downstairs,1.57656650761e+12,-0.017651368,0.5413269,-0.017651368
Downstairs,1.576566507727e+12,0.17946167,0.91005707,0.17946167
Downstairs,1.576566507709e+12,0.30106354,0.88750154,0.30106354
Downstairs,1.576566507827e+12,-0.15494537,1.324878,-0.15494537
Downstairs,1.576566508088e+12,0.09708557,0.7305954,0.09708557
Downstairs,1.576566508164e+12,-0.11179657,0.6707748,-0.11179657
Downstairs,1.576566508482e+12,-0.16965485,0.69234926,-0.16965485
Downstairs,1.576566508699e+12,0.043148804,0.81787413,0.043148804
Downstairs,1.576566508798e+12,-0.3422516,1.6386917,-0.3422516
Downstairs,1.576566509038e+12,-0.12454376,0.6776398,-0.12454376
Downstairs,1.576566509353e+12,0.12650605,1.3592011,0.12650605
Downstairs,1.576566509334e+12,0.21672669,1.6475174,0.21672669
Downstairs,1.576566509493e+12,0.19711304,0.51779175,0.19711304
Downstairs,1.576566509611e+12,0.24614716,0.7953186,0.24614716
Downstairs,1.576566509732e+12,0.036283873,1.1787598,0.036283873
Downstairs,1.57656650983e+12,-0.20299836,1.0855957,-0.20299836
Downstairs,1.576566509909e+12,0.0794342,1.0973648,0.0794342
Downstairs,1.576566510008e+12,-0.05491791,0.7708023,-0.05491791
Downstairs,1.576566510206e+12,-0.11179657,0.912999,-0.11179657
Downstairs,1.576566510245e+12,0.0019607544,1.0865768,0.0019607544
Downstairs,1.576566510324e+12,0.48739013,1.7828491,0.48739013
Downstairs,1.576566510385e+12,0.06178131,1.0542145,0.06178131
Downstairs,1.576566510443e+12,-0.14808044,0.8453339,-0.14808044
Downstairs,1.576566510451e+12,-0.037265014,0.6845047,-0.037265014
Downstairs,1.576566510681e+12,0.114738464,1.0973648,0.114738464
Downstairs,1.5765665108e+12,-0.058839418,0.95811003,-0.058839418
Downstairs,1.576566510959e+12,-0.058839418,0.8021835,-0.058839418
Downstairs,1.576566510979e+12,-0.17848054,0.81983644,-0.17848054
Downstairs,1.576566511039e+12,-0.0078460695,0.5432892,-0.0078460695
Downstairs,1.576566511098e+12,-0.2814514,0.8590622,-0.2814514
Downstairs,1.576566511158e+12,-0.21476594,1.1444366,-0.21476594
Downstairs,1.57656651118e+12,0.056878664,1.2523086,0.056878664
Downstairs,1.576566511355e+12,0,0.7217697,0
Downstairs,1.576566511593e+12,0.14808044,0.8825989,0.14808044
Downstairs,1.576566511772e+12,-0.07355042,1.3121293,-0.07355042
Downstairs,1.576566511812e+12,0.1892685,0.7374603,0.1892685
Downstairs,1.576566512267e+12,-0.15984802,1.1375717,-0.15984802
Downstairs,1.576566512309e+12,-0.27066344,1.0228332,-0.27066344
Downstairs,1.576566512644e+12,-0.07060852,1.57789,-0.07060852
Downstairs,1.576566512743e+12,-0.121601865,1.7092987,-0.121601865
Downstairs,1.576566512822e+12,0.17651978,1.0630417,0.17651978
Downstairs,1.57656651308e+12,-0.17063598,1.1513001,-0.17063598
Downstairs,1.576566513141e+12,-0.38638154,1.3493958,-0.38638154
Downstairs,1.576566513199e+12,0.032362364,1.1159973,0.032362364
Downstairs,1.57656651318e+12,0.015690614,1.168953,0.015690614
Downstairs,1.576566513616e+12,0.032362364,1.0208725,0.032362364
Downstairs,1.576566513853e+12,-0.14906159,1.1081512,-0.14906159
Downstairs,1.576566514071e+12,0.03530426,0.8374878,0.03530426
Downstairs,1.57656651423e+12,-0.15690613,0.83650666,-0.15690613
Downstairs,1.576566514745e+12,0.27360535,0.8021835,0.27360535
Downstairs,1.576566514983e+12,-0.38343963,1.833844,-0.38343963
Downstairs,1.576566515226e+12,-0.10493164,0.62762606,-0.10493164
Downstairs,1.57656651536e+12,0.038246155,1.0904999,0.038246155
Downstairs,1.576566515399e+12,0.10983429,1.2679993,0.10983429
Downstairs,1.576566515459e+12,0.043148804,1.5876968,0.043148804
Downstairs,1.57656651552e+12,0.26968232,1.1944504,0.26968232
Downstairs,1.576566515759e+12,0.22064972,1.0787323,0.22064972
Downstairs,1.576566515815e+12,0.12650605,0.9296707,0.12650605
Downstairs,1.576566515935e+12,-0.35303956,1.4827652,-0.35303956
Downstairs,1.576566516132e+12,-0.038246155,0.7492279,-0.038246155
Downstairs,1.576566516174e+12,-0.10983429,0.6501816,-0.10983429
Downstairs,1.576566516291e+12,-0.38343963,0.8590622,-0.38343963
Downstairs,1.576566516449e+12,-0.021574402,1.114035,-0.021574402
Downstairs,1.576566516469e+12,-0.028439332,1.0346024,-0.028439332
Downstairs,1.576566516709e+12,0.2814514,0.8492554,0.2814514
Downstairs,1.576566516768e+12,0.059820555,1.0110657,0.059820555
Downstairs,1.576566516786e+12,0.050994873,1.1336486,0.050994873
Downstairs,1.576566516826e+12,-0.24320526,1.2464249,-0.24320526
Downstairs,1.576566516866e+12,-0.38246003,1.5818131,-0.38246003
Downstairs,1.576566516986e+12,-0.039227296,0.7894348,-0.039227296
Downstairs,1.576566517004e+12,-0.005883789,0.7649185,-0.005883789
Downstairs,1.576566517084e+12,-0.07453003,0.7335373,-0.07453003
Downstairs,1.576566517243e+12,-0.09512482,1.0581375,-0.09512482
Downstairs,1.576566517302e+12,0.24516602,1.3160522,0.24516602
Downstairs,1.576566517312e+12,0.3697113,1.4170609,0.3697113
Downstairs,1.576566517481e+12,0.0009811402,0.5021011,0.0009811402
Downstairs,1.57656651786e+12,0.23928222,0.9080963,0.23928222
Downstairs,1.576566517896e+12,0,1.1258042,0
Downstairs,1.576566517959e+12,-0.08041382,0.6854843,-0.08041382
Downstairs,1.576566518551e+12,0.3579422,0.78747404,0.3579422
Downstairs,1.576566518749e+12,-0.065704346,0.92672884,-0.065704346
Downstairs,1.576566518868e+12,-0.055897523,0.6854843,-0.055897523
Downstairs,1.576566519186e+12,-0.022555541,1.1758178,-0.022555541
Downstairs,1.576566519542e+12,-0.5501526,1.3425308,-0.5501526
Downstairs,1.576566519642e+12,0.078453064,1.1611068,0.078453064
Downstairs,1.57656651994e+12,-0.06472321,0.77276456,-0.06472321
Downstairs,1.576566520374e+12,0.41187897,0.8590622,0.41187897
Downstairs,1.576566520394e+12,0.3765747,0.71882784,0.3765747
Downstairs,1.576566520515e+12,-0.48444825,1.6122131,-0.48444825
Downstairs,1.576566520692e+12,-0.051974487,0.7698227,-0.051974487
Downstairs,1.576566520713e+12,-0.024516296,0.75609285,-0.024516296
Downstairs,1.576566520771e+12,-0.10100861,0.82375795,-0.10100861
Downstairs,1.57656652081e+12,-0.13827363,1.0316589,-0.13827363
Downstairs,1.576566521e+12,-0.17848054,1.2071991,-0.17848054
Downstairs,1.576566521088e+12,0,1.1846435,0
Downstairs,1.576566521127e+12,-0.058839418,1.069905,-0.058839418
Downstairs,1.576566521465e+12,0.043148804,1.0238144,0.043148804
Downstairs,1.576566521585e+12,0.028439332,1.1454163,0.028439332
Downstairs,1.576566521902e+12,0.0039230348,0.7580536,0.0039230348
Downstairs,1.57656652196e+12,0.07256927,0.7776672,0.07256927
Downstairs,1.57656652198e+12,0.101989746,0.705098,0.101989746
Downstairs,1.576566522416e+12,-0.062762454,0.47562256,-0.062762454
Downstairs,1.576566522621e+12,0.4069763,0.9659546,0.4069763
Downstairs,1.576566522813e+12,-0.23339844,1.5631806,-0.23339844
Downstairs,1.576566522853e+12,-0.14121552,1.3837188,-0.14121552
Downstairs,1.576566522892e+12,0.0460907,0.82768095,0.0460907
Downstairs,1.57656652329e+12,0.26379853,1.4356934,0.26379853
Downstairs,1.576566523625e+12,0.2265335,0.9355545,0.2265335
Downstairs,1.576566523705e+12,-0.21084289,1.2415222,-0.21084289
Downstairs,1.576566523884e+12,-0.04020691,0.78747404,-0.04020691
Downstairs,1.576566524201e+12,0.25889587,1.4974762,0.25889587
Downstairs,1.57656652428e+12,0.11081543,1.1061904,0.11081543
Downstairs,1.576566524339e+12,0.094143674,0.61977994,0.094143674
Downstairs,1.57656652458e+12,-0.09120178,1.1189392,-0.09120178
Downstairs,1.576566525568e+12,-0.5540756,1.1973922,-0.5540756
Downstairs,1.57656652604e+12,0.2687027,1.335666,0.2687027
Downstairs,1.57656652625e+12,0.0578598,0.4707199,0.0578598
Downstairs,1.576566526698e+12,0.015690614,0.6707748,0.015690614
Downstairs,1.576566526777e+12,-0.0460907,0.6580261,-0.0460907
Downstairs,1.576566526817e+12,-0.10296936,0.68254244,-0.10296936
Downstairs,1.576566526936e+12,0.06178131,1.3337052,0.06178131
Downstairs,1.576566526977e+12,0.2814514,1.4317703,0.2814514
Downstairs,1.576566527055e+12,0.17946167,1.4082352,0.17946167
Downstairs,1.576566527016e+12,0.39324647,1.3866608,0.39324647
Downstairs,1.576566527079e+12,0.15592499,1.2297547,0.15592499
Downstairs,1.576566527174e+12,0.10885315,0.58741915,0.10885315
Downstairs,1.576566527253e+12,0.03334198,0.6580261,0.03334198
Downstairs,1.576566527273e+12,0.14906159,0.7668808,0.14906159
Downstairs,1.576566527472e+12,-0.21378478,1.715184,-0.21378478
Downstairs,1.576566527551e+12,0.06472321,1.0434281,0.06472321
Downstairs,1.57656652763e+12,-0.016671753,0.70215607,-0.016671753
Downstairs,1.57656652767e+12,-0.12748718,0.8394486,-0.12748718
Downstairs,1.576566527867e+12,0.084336855,1.2483871,0.084336855
Downstairs,1.576566528185e+12,0.019613648,0.5364243,0.019613648
Downstairs,1.576566528363e+12,-0.46385497,1.083635,-0.46385497
Downstairs,1.576566528403e+12,-0.5070038,1.8044236,-0.5070038
Downstairs,1.576566528453e+12,-0.15396424,1.6838013,-0.15396424
Downstairs,1.576566528468e+12,0.06864624,1.4209839,0.06864624
Downstairs,1.576566528502e+12,0.4059952,1.2905548,0.4059952
Downstairs,1.576566528601e+12,-0.062762454,0.798262,-0.062762454
Downstairs,1.5765665287e+12,-0.09120178,0.89436644,-0.09120178
Downstairs,1.576566528958e+12,-0.13827363,1.2513291,-0.13827363
Downstairs,1.576566529481e+12,-0.39030457,0.7041168,-0.39030457
Downstairs,1.576566529532e+12,0.0823761,1.2228897,0.0823761
Downstairs,1.576566529612e+12,0.17357787,0.8041458,0.17357787
Downstairs,1.576566529672e+12,-0.06766663,0.74628603,-0.06766663
Downstairs,1.57656652983e+12,-0.055897523,0.83062285,-0.055897523
Downstairs,1.57656652987e+12,-0.09806671,0.8610245,-0.09806671
Downstairs,1.57656653003e+12,0.19417115,1.6033875,0.19417115
Downstairs,1.576566530128e+12,-0.094143674,1.039505,-0.094143674
Downstairs,1.57656653021e+12,0.1284668,0.5364243,0.1284668
Downstairs,1.576566530405e+12,0.15788727,0.90711516,0.15788727
Downstairs,1.576566530544e+12,-0.39030457,1.8505142,-0.39030457
Downstairs,1.576566530683e+12,-0.044129945,0.7443253,-0.044129945
Downstairs,1.576566530881e+12,-0.3393097,0.83356476,-0.3393097
Downstairs,1.576566531099e+12,0.09218292,1.0865768,0.09218292
Downstairs,1.576566531298e+12,0.07551117,0.8482758,0.07551117
Downstairs,1.576566531456e+12,-0.293219,1.1562042,-0.293219
Downstairs,1.576566531574e+12,0.20005493,1.0591186,0.20005493
Downstairs,1.576566531634e+12,-0.010787964,0.8119904,-0.010787964
Downstairs,1.576566531873e+12,-0.07649231,1.2248504,-0.07649231
Downstairs,1.57656653231e+12,0.08041382,1.1944504,0.08041382
Downstairs,1.576566532468e+12,0.031381227,1.114035,0.031381227
Downstairs,1.576566532507e+12,0.030400086,0.97674257,0.030400086
Downstairs,1.576566532586e+12,-0.087278746,0.6266449,-0.087278746
Downstairs,1.576566532665e+12,-0.08041382,0.6933304,-0.08041382
Downstairs,1.576566532865e+12,0.2628189,1.3209565,0.2628189
Downstairs,1.576566532962e+12,0.02745819,0.92084503,0.02745819
Downstairs,1.576566533022e+12,-0.013729858,0.66489106,-0.013729858
Downstairs,1.576566533101e+12,0.022555541,0.46679688,0.022555541
Downstairs,1.57656653324e+12,0.2814514,0.9228058,0.2814514
Downstairs,1.576566533398e+12,0.13042907,1.1356094,0.13042907
Downstairs,1.576566533481e+12,-0.0019607544,0.9492844,-0.0019607544
Downstairs,1.576566533875e+12,0.31675416,1.1552231,0.31675416
Downstairs,1.576566534053e+12,0.10100861,0.65998685,0.10100861
Downstairs,1.576566534311e+12,0.014709473,1.1365906,0.014709473
Downstairs,1.576566534707e+12,0.3569626,1.6161362,0.3569626
Downstairs,1.576566534865e+12,-0.02942047,0.52367556,-0.02942047
Downstairs,1.576566534924e+12,0.2265335,0.82277834,0.2265335
Downstairs,1.576566534964e+12,0.57467043,0.9296707,0.57467043
Downstairs,1.576566535005e+12,0.453067,0.89730835,0.453067
Downstairs,1.576566535103e+12,-0.22555237,1.8524765,-0.22555237
Downstairs,1.576566535144e+12,-0.11081543,1.035582,-0.11081543
Downstairs,1.576566535263e+12,-0.15396424,0.8561203,-0.15396424
Downstairs,1.576566535361e+12,-0.090220645,0.6972534,-0.090220645
Downstairs,1.5765665355e+12,0.21868896,1.3631241,0.21868896
Downstairs,1.576566535757e+12,0.078453064,0.5295593,0.078453064
Downstairs,1.576566535817e+12,0.24516602,0.7678604,0.24516602
Downstairs,1.576566535897e+12,0.14219666,0.72961426,0.14219666
Downstairs,1.576566535877e+12,0.30694884,0.9120178,0.30694884
Downstairs,1.576566536213e+12,-0.0078460695,0.81689453,-0.0078460695
Downstairs,1.576566536768e+12,0.08825989,0.8963272,0.08825989
Downstairs,1.576566537244e+12,0.26085663,0.86004335,0.26085663
Downstairs,1.576566537263e+12,0.23045655,0.8149322,0.23045655
Downstairs,1.576566537363e+12,-0.032362364,0.8835785,-0.032362364
Downstairs,1.576566537443e+12,0.038246155,0.92672884,0.038246155
Downstairs,1.576566537502e+12,-0.09120178,1.1189392,-0.09120178
Downstairs,1.57656653764e+12,0.006864929,1.3160522,0.006864929
Downstairs,1.576566537898e+12,0.14219666,0.6021286,0.14219666
Downstairs,1.576566538632e+12,-0.07060852,0.6364517,-0.07060852
Downstairs,1.576566538717e+12,0.0078460695,0.93653566,0.0078460695
Downstairs,1.576566538771e+12,0.30989075,1.5504318,0.30989075
Downstairs,1.57656653881e+12,0.36480713,1.3886216,0.36480713
Downstairs,1.576566539151e+12,0.2716446,0.868869,0.2716446
Downstairs,1.576566539385e+12,-0.18240356,0.9110382,-0.18240356
Downstairs,1.576566539504e+12,-0.058839418,0.6001663,-0.058839418
Downstairs,1.576566539583e+12,-0.22457275,0.69921416,-0.22457275
