activity,timeStamp,x,y,z,,,
Walking,1.58E+12,0.17750092,0.6393936,-0.037265014,20,377,0.377
Walking,1.58E+12,0.11964111,0.7678604,-0.11179657,39,416,0.416
Walking,1.58E+12,0.065704346,0.8963272,-0.059820555,7,423,0.423
Walking,1.58E+12,0.02745819,0.9179031,0.051974487,14,437,0.437
Walking,1.58E+12,0.06962738,0.8247391,0.002941895,41,478,0.478
Walking,1.58E+12,0.10787354,0.86298525,0.03530426,18,496,0.496
Walking,1.58E+12,0.087278746,0.9992981,0.07256927,19,515,0.515
Walking,1.58E+12,0.06472321,1.0993255,0.031381227,21,536,0.536
Walking,1.58E+12,0,1.1650299,0.07453003,40,576,0.576
Walking,1.58E+12,-0.15494537,1.1875855,0.071588136,18,594,0.594
Walking,1.58E+12,-0.30400544,1.2532898,0.08531799,21,615,0.615
Walking,1.58E+12,-0.17750092,1.3160522,-0.002941895,39,654,0.654
Walking,1.58E+12,-0.100027464,1.2268112,-0.12356415,21,675,0.675
Walking,1.58E+12,-0.024516296,1.1846435,-0.1284668,38,713,0.713
Walking,1.58E+12,0.19319153,1.3052658,-0.18142243,23,736,0.736
Walking,1.58E+12,0.60997313,1.3101685,-0.30400544,37,773,0.773
Walking,1.58E+12,0.5991867,1.2209275,-0.28047028,20,793,0.793
Walking,1.58E+12,0.19024964,1.0895188,-0.08335724,39,832,0.832
Walking,1.58E+12,0.036283873,0.96791685,-0.010787964,20,852,0.852
Walking,1.58E+12,-0.028439332,0.8443527,0.03334198,19,871,0.871
Walking,1.58E+12,-0.025497437,0.7345184,-0.006864929,40,911,0.911
Walking,1.58E+12,-0.022555541,0.68646544,-0.038246155,20,931,0.931
Walking,1.58E+12,0.00784607,0.5942825,-0.04020691,20,951,0.951
Walking,1.58E+12,0.07649231,0.5668243,0.04118805,39,990,0.99
Walking,1.58E+12,0.12454376,0.5942825,0.117680356,20,1010,1.01
Walking,1.58E+12,0.15396424,0.6374329,0.25007018,21,1031,1.031
Walking,1.58E+12,0.25791472,0.8561203,0.41972503,39,1070,1.07
Walking,1.58E+12,0.330484,1.0434281,0.4805252,22,1092,1.092
Walking,1.58E+12,0.45110625,1.3454727,0.49719697,37,1129,1.129
Walking,1.58E+12,0.40893707,1.2611358,0.50896454,20,1149,1.149
Walking,1.58E+12,0.4256088,1.169934,0.48641053,19,1168,1.168
Walking,1.58E+12,0.40991822,1.2297547,0.44129944,20,1188,1.188
Walking,1.58E+12,0.3520584,1.4592301,-0.3422516,40,1228,1.228
Walking,1.58E+12,0.14513855,1.2856522,-0.4893524,25,1253,1.253
Walking,1.58E+12,0.039227296,0.98066556,-0.30400544,36,1289,1.289
Walking,1.58E+12,-0.045111082,0.7953186,-0.23143768,10,1299,1.299
Walking,1.58E+12,-0.07355042,0.8012039,-0.29910278,10,1309,1.309
Walking,1.58E+12,-0.09120178,0.99537504,-0.28635406,37,1346,1.346
Walking,1.58E+12,-0.020593261,1.0453888,-0.17651978,9,1355,1.355
Walking,1.58E+12,0.15102234,0.7305954,0.031381227,31,1386,1.386
Walking,1.58E+12,0.19613342,0.6384125,0.018632507,21,1407,1.407
Walking,1.58E+12,0.10689239,0.7845322,-0.117680356,40,1447,1.447
Walking,1.58E+12,0.06374359,0.8825989,-0.105911255,18,1465,1.465
Walking,1.58E+12,0.059820555,0.8933853,-0.019613648,22,1487,1.487
Walking,1.58E+12,0.04118805,0.9120178,0.056878664,41,1528,1.528
Walking,1.58E+12,0.019613648,0.9532059,0.062762454,17,1545,1.545
Walking,1.58E+12,0.006864929,1.0277374,0.071588136,20,1565,1.565
Walking,1.58E+12,0.003923035,1.1101135,0.08335724,19,1584,1.584
Walking,1.58E+12,0.021574402,1.1679718,0.08629914,21,1605,1.605
Walking,1.58E+12,-0.019613648,1.2071991,0.11081543,40,1645,1.645
Walking,1.58E+12,-0.14513855,1.203276,0.08825989,11,1656,1.656
Walking,1.58E+12,-0.293219,1.280748,0.07256927,28,1684,1.684
Walking,1.58E+12,-0.14415741,1.2934967,0.005883789,20,1704,1.704
Walking,1.58E+12,-0.04020691,1.1964111,-0.12748718,40,1744,1.744
Walking,1.58E+12,0.026478577,1.0532348,-0.16965485,7,1751,1.751
Walking,1.58E+12,0.25497285,1.247406,-0.14317779,32,1783,1.783
Walking,1.58E+12,0.43541566,1.3464524,-0.21378478,19,1802,1.802
Walking,1.58E+12,0.5432892,1.3238983,-0.2745865,21,1823,1.823
Walking,1.58E+12,0.5138687,1.2532898,-0.21966858,39,1862,1.862
Walking,1.58E+12,0.35009766,1.1866043,-0.06374359,16,1878,1.878
Walking,1.58E+12,0.044129945,0.9473221,0.004902649,26,1904,1.904
Walking,1.58E+12,-0.015690614,0.80610657,0.011767578,17,1921,1.921
Walking,1.58E+12,-0.036283873,0.73157656,0,40,1961,1.961
Walking,1.58E+12,-0.021574402,0.7109817,-0.004902649,11,1972,1.972
Walking,1.58E+12,0.001960754,0.6639099,-0.011767578,9,1981,1.981
Walking,1.58E+12,0.06668548,0.54524994,-0.004902649,44,2025,2.025
Walking,1.58E+12,0.08531799,0.53152007,0.03432312,17,2042,2.042
Walking,1.58E+12,0.1470993,0.61880034,0.24320526,37,2079,2.079
Walking,1.58E+12,0.14808044,0.7404022,0.3422516,20,2099,2.099
Walking,1.58E+12,0.27556762,1.1356094,0.5432892,39,2138,2.138
Walking,1.58E+12,0.40893707,1.3405685,0.51779175,22,2160,2.16
Walking,1.58E+12,0.4069763,1.2993805,0.5070038,38,2198,2.198
Walking,1.58E+12,0.43345338,1.210141,0.48444825,20,2218,2.218
Walking,1.58E+12,0.31577453,1.3846985,0.036283873,39,2257,2.257
Walking,1.58E+12,0.2902771,1.3641052,-0.3883438,19,2276,2.276
Walking,1.58E+12,0.16278991,1.1101135,-0.42168579,20,2296,2.296
Walking,1.58E+12,0.036283873,0.8953476,-0.23045655,20,2316,2.316
Walking,1.58E+12,-0.04118805,0.8718109,-0.27752838,40,2356,2.356
Walking,1.58E+12,-0.00784607,1.0306793,-0.20397797,20,2376,2.376
Walking,1.58E+12,0.043148804,1.0620606,-0.10493164,20,2396,2.396
Walking,1.58E+12,0.17553863,0.76295775,0.047071837,39,2435,2.435
Walking,1.58E+12,0.17161712,0.660968,0.004902649,21,2456,2.456
Walking,1.58E+12,0.10983429,0.7119629,-0.11081543,39,2495,2.495
Walking,1.58E+12,0.06374359,0.82670134,-0.12552491,7,2502,2.502
Walking,1.58E+12,0.04216919,0.8816177,-0.02942047,14,2516,2.516
Walking,1.58E+12,0.011767578,0.82375795,0.022555541,39,2555,2.555
Walking,1.58E+12,0.043148804,0.8718109,0.017651368,19,2574,2.574
Walking,1.58E+12,0.06374359,1.0140076,0.08041382,39,2613,2.613
Walking,1.58E+12,0.081394956,1.0493119,0.084336855,20,2633,2.633
Walking,1.58E+12,0.04216919,1.1189392,0.11964111,20,2653,2.653
Walking,1.58E+12,-0.065704346,1.1846435,0.1284668,20,2673,2.673
Walking,1.58E+12,-0.31969756,1.2425019,0.12944794,39,2712,2.712
Walking,1.58E+12,-0.26379853,1.2679993,0.07256927,20,2732,2.732
Walking,1.58E+12,-0.062762454,1.2307342,-0.018632507,20,2752,2.752
Walking,1.58E+12,0.09512482,1.0532348,-0.09120178,41,2793,2.793
Walking,1.58E+12,0.07649231,1.2111206,-0.0460907,18,2811,2.811
Walking,1.58E+12,0.14121552,1.3837188,-0.20201722,22,2833,2.833
Walking,1.58E+12,0.5530945,1.3474334,-0.23143768,38,2871,2.871
Walking,1.58E+12,0.5256363,1.2729034,-0.08825989,19,2890,2.89
Walking,1.58E+12,0.090220645,1.0247955,0.037265014,40,2930,2.93
Walking,1.58E+12,-0.005883789,0.8718109,-0.009806824,20,2950,2.95
Walking,1.58E+12,-0.012748718,0.7374603,0.002941895,20,2970,2.97
Walking,1.58E+12,-0.006864929,0.6737167,-0.003923035,21,2991,2.991
Walking,1.58E+12,0.011767578,0.5834961,-0.03334198,39,3030,3.03
Walking,1.58E+12,0.015690614,0.52465516,-0.032362364,19,3049,3.049
Walking,1.58E+12,0.04216919,0.53152007,-0.006864929,26,3075,3.075
Walking,1.58E+12,0.17553863,0.6433166,0.20495911,33,3108,3.108
Walking,1.58E+12,0.20495911,0.7511902,0.33538818,20,3128,3.128
Walking,1.58E+12,0.30694884,1.0414658,0.4707199,41,3169,3.169
Walking,1.58E+12,0.42070466,1.288594,0.5629013,18,3187,3.187
Walking,1.58E+12,0.47856444,1.377835,0.56388247,22,3209,3.209
Walking,1.58E+12,0.37461394,1.2817291,0.5128876,37,3246,3.246
Walking,1.58E+12,0.32950288,1.1042283,0.4579712,7,3253,3.253
Walking,1.58E+12,0.3020447,1.168953,0.28341216,36,3289,3.289
Walking,1.58E+12,0.33538818,1.332724,-0.2539917,17,3306,3.306
Walking,1.58E+12,0.3147934,1.499437,-0.58741915,27,3333,3.333
Walking,1.58E+12,-0.025497437,0.8982895,-0.1500412,33,3366,3.366
Walking,1.58E+12,-0.030400086,0.7766861,-0.15788727,22,3388,3.388
Walking,1.58E+12,0,1.0228332,-0.1647522,38,3426,3.426
Walking,1.58E+12,0.06472321,1.0110657,-0.11277618,19,3445,3.445
Walking,1.58E+12,0.15984802,0.7551117,0.09218292,39,3484,3.484
Walking,1.58E+12,0.114738464,0.6756775,0.048052978,20,3504,3.504
Walking,1.58E+12,0.05491791,0.71882784,-0.06668548,23,3527,3.527
Walking,1.58E+12,0.024516296,0.8286621,-0.09316254,42,3569,3.569
Walking,1.58E+12,0.017651368,0.8953476,-0.04216919,8,3577,3.577
Walking,1.58E+12,0.078453064,0.8551407,0.0460907,26,3603,3.603
Walking,1.58E+12,0.099047855,0.8953476,0.05491791,20,3623,3.623
Walking,1.58E+12,0.0578598,0.9698776,0.06864624,20,3643,3.643
Walking,1.58E+12,0.04020691,1.0757889,0.056878664,41,3684,3.684
Walking,1.58E+12,0.015690614,1.1669922,0.12650605,19,3703,3.703
Walking,1.58E+12,-0.207901,1.2444642,0.100027464,39,3742,3.742
Walking,1.58E+12,-0.23634033,1.2425019,0.07453003,20,3762,3.762
Walking,1.58E+12,-0.19024964,1.258194,-0.017651368,20,3782,3.782
Walking,1.58E+12,-0.056878664,1.0767701,-0.10787354,39,3821,3.821
Walking,1.58E+12,-0.032362364,1.1807206,-0.038246155,20,3841,3.841
Walking,1.58E+12,0.09316254,1.3415496,-0.15690613,20,3861,3.861
Walking,1.58E+12,0.5070038,1.3562591,-0.22555237,39,3900,3.9
Walking,1.58E+12,0.49621582,1.2621155,-0.12356415,20,3920,3.92
Walking,1.58E+12,0.3089096,1.1983734,-0.004902649,20,3940,3.94
Walking,1.58E+12,0.11277618,1.1238419,0.02745819,40,3980,3.98
Walking,1.58E+12,-0.00098114,1.0130265,0.016671753,8,3988,3.988
Walking,1.58E+12,-0.020593261,0.87671506,0.028439332,32,4020,4.02
Walking,1.58E+12,-0.025497437,0.7678604,-0.006864929,7,4027,4.027
Walking,1.58E+12,-0.018632507,0.6001663,-0.07551117,32,4059,4.059
Walking,1.58E+12,-0.011767578,0.52073365,-0.07453003,19,4078,4.078
Walking,1.58E+12,0.016671753,0.49033204,-0.044129945,20,4098,4.098
Walking,1.58E+12,0.06472321,0.52367556,0.02942047,19,4117,4.117
Walking,1.58E+12,0.13729247,0.590361,0.16082916,21,4138,4.138
Walking,1.58E+12,0.18044281,0.68352354,0.3216583,19,4157,4.157
Walking,1.58E+12,0.20201722,0.9198639,0.46385497,40,4197,4.197
Walking,1.58E+12,0.330484,1.1856247,0.5295593,20,4217,4.217
Walking,1.58E+12,0.37461394,1.3601822,0.4462021,40,4257,4.257
Walking,1.58E+12,0.36382598,1.210141,0.4579712,21,4278,4.278
Walking,1.58E+12,0.3706909,1.2121017,0.36284637,38,4316,4.316
Walking,1.58E+12,0.24222413,1.2483871,0.001960754,20,4336,4.336
Walking,1.58E+12,0.11375733,1.1463974,-0.46875763,39,4375,4.375
Walking,1.58E+12,0.031381227,0.950264,-0.2265335,22,4397,4.397
Walking,1.58E+12,0,0.8747528,-0.16965485,18,4415,4.415
Walking,1.58E+12,-0.017651368,0.93065184,-0.23339844,21,4436,4.436
Walking,1.58E+12,0.08629914,0.97674257,-0.17161712,38,4474,4.474
Walking,1.58E+12,0.16573182,0.86004335,-0.06472321,20,4494,4.494
Walking,1.58E+12,0.22064972,0.7609955,0.043148804,20,4514,4.514
Walking,1.58E+12,0.07355042,0.7619766,-0.101989746,40,4554,4.554
Walking,1.58E+12,0.031381227,0.8374878,-0.14611968,19,4573,4.573
Walking,1.58E+12,0.016671753,0.8718109,-0.10296936,20,4593,4.593
Walking,1.58E+12,0.031381227,0.85415953,0.011767578,20,4613,4.613
Walking,1.58E+12,-0.002941895,0.8512176,0.0794342,21,4634,4.634
Walking,1.58E+12,-0.06472321,0.89927065,0.11179657,38,4672,4.672
Walking,1.58E+12,-0.09806671,0.9845871,0.094143674,8,4680,4.68
Walking,1.58E+12,-0.021574402,1.1150162,0.11277618,32,4712,4.712
Walking,1.58E+12,-0.03432312,1.169934,0.15494537,20,4732,4.732
Walking,1.58E+12,-0.11964111,1.2160248,0.10787354,21,4753,4.753
Walking,1.58E+12,-0.24418488,1.2523086,0.12258301,39,4792,4.792
Walking,1.58E+12,-0.19417115,1.3082078,0.03334198,19,4811,4.811
Walking,1.58E+12,-0.07060852,1.1218811,-0.20005493,39,4850,4.85
Walking,1.58E+12,-0.022555541,1.0483307,-0.15396424,20,4870,4.87
Walking,1.58E+12,0.13533172,1.1826828,-0.07355042,39,4909,4.909
Walking,1.58E+12,0.29910278,1.3258591,-0.16181031,7,4916,4.916
Walking,1.58E+12,0.46385497,1.3474334,-0.24124297,13,4929,4.929
Walking,1.58E+12,0.4246277,1.2268112,-0.12748718,40,4969,4.969
Walking,1.58E+12,0.21182403,1.1552231,-0.023536682,20,4989,4.989
Walking,1.58E+12,0.05393677,1.0296981,0.014709473,20,5009,5.009
Walking,1.58E+12,0.006864929,0.8835785,-0.011767578,20,5029,5.029
Walking,1.58E+12,0.022555541,0.78355104,-0.016671753,20,5049,5.049
Walking,1.58E+12,0.04216919,0.6697937,-0.043148804,39,5088,5.088
Walking,1.58E+12,0.06668548,0.6050705,-0.043148804,19,5107,5.107
Walking,1.58E+12,0.0823761,0.55113375,-0.048052978,21,5128,5.128
Walking,1.58E+12,0.03334198,0.5403458,0.022555541,39,5167,5.167
Walking,1.58E+12,0.1529831,0.61977994,0.15396424,20,5187,5.187
Walking,1.58E+12,0.19907531,0.7511902,0.30008394,20,5207,5.207
Walking,1.58E+12,0.23339844,1.0767701,0.5030807,40,5247,5.247
Walking,1.58E+12,0.34421387,1.2670196,0.534462,19,5266,5.266
Walking,1.58E+12,0.39030457,1.3542984,0.5325012,39,5305,5.305
Walking,1.58E+12,0.3118515,1.3072265,0.5099457,7,5312,5.312
Walking,1.58E+12,0.31675416,1.1571853,0.43835753,13,5325,5.325
Walking,1.58E+12,0.37167206,1.1267837,0.20201722,40,5365,5.365
Walking,1.58E+12,0.38638154,1.2866333,-0.16573182,20,5385,5.385
Walking,1.58E+12,0.3883438,1.5013977,-0.5403458,23,5408,5.408
Walking,1.58E+12,0.062762454,0.92084503,-0.16573182,37,5445,5.445
Walking,1.58E+12,-0.03432312,0.76295775,-0.17259674,19,5464,5.464
Walking,1.58E+12,-0.10689239,0.8394486,-0.26183778,20,5484,5.484
Walking,1.58E+12,0.043148804,1.0296981,-0.17651978,41,5525,5.525
Walking,1.58E+12,0.10983429,0.8884827,-0.05491791,19,5544,5.544
Walking,1.58E+12,0.14808044,0.7580536,0.045111082,20,5564,5.564
Walking,1.58E+12,0.121601865,0.73157656,0.020593261,21,5585,5.585
Walking,1.58E+12,0.050013732,0.8737732,-0.078453064,41,5626,5.626
Walking,1.58E+12,0.030400086,0.8610245,-0.021574402,17,5643,5.643
Walking,1.58E+12,-0.003923035,0.8070877,0.018632507,20,5663,5.663
Walking,1.58E+12,-0.003923035,0.8159134,0.020593261,21,5684,5.684
Walking,1.58E+12,0.039227296,0.9296707,0.07060852,37,5721,5.721
Walking,1.58E+12,0.011767578,0.9973358,0.07453003,21,5742,5.742
Walking,1.58E+12,-0.065704346,1.1414948,0.1039505,40,5782,5.782
Walking,1.58E+12,-0.13238983,1.2013153,0.10296936,19,5801,5.801
Walking,1.58E+12,-0.21084289,1.2346573,0.117680356,21,5822,5.822
Walking,1.58E+12,-0.20299836,1.2660385,0.07551117,40,5862,5.862
Walking,1.58E+12,-0.037265014,1.2375991,0.023536682,41,5903,5.903
Walking,1.58E+12,0.004902649,1.116977,-0.084336855,34,5937,5.937
Walking,1.58E+12,0.021574402,1.0846161,-0.03432312,13,5950,5.95
Walking,1.58E+12,0.09806671,1.3454727,-0.18730775,10,5960,5.96
Walking,1.58E+12,0.3089096,1.3562591,-0.28733522,19,5979,5.979
Walking,1.58E+12,0.4403183,1.2542709,-0.09610443,41,6020,6.02
Walking,1.58E+12,0.25889587,1.1944504,0.015690614,18,6038,6.038
Walking,1.58E+12,0.11865997,1.0865768,0.032362364,21,6059,6.059
Walking,1.58E+12,0.048052978,0.95418704,-0.015690614,41,6100,6.1
Walking,1.58E+12,0.050013732,0.8345459,-0.00784607,8,6108,6.108
Walking,1.58E+12,0.001960754,0.6531235,-0.06962738,29,6137,6.137
Walking,1.58E+12,-0.004902649,0.6011475,-0.07649231,20,6157,6.157
Walking,1.58E+12,0.016671753,0.5599594,-0.06962738,21,6178,6.178
Walking,1.58E+12,0.105911255,0.5707474,0.043148804,39,6217,6.217
Walking,1.58E+12,0.2569336,0.64233553,0.19809417,19,6236,6.236
Walking,1.58E+12,0.27654725,0.74628603,0.34715575,20,6256,6.256
Walking,1.58E+12,0.22751465,0.8737732,0.4256088,20,6276,6.276
Walking,1.58E+12,0.22064972,1.0414658,0.5226944,20,6296,6.296
Walking,1.58E+12,0.3755951,1.210141,0.51877135,26,6322,6.322
Walking,1.58E+12,0.42070466,1.2356384,0.45404816,34,6356,6.356
Walking,1.58E+12,0.42855072,1.1767975,0.36774904,19,6375,6.375
Walking,1.58E+12,0.38736266,1.3229172,0.22261047,39,6414,6.414
Walking,1.58E+12,0.3147934,1.3484147,-0.28341216,20,6434,6.434
Walking,1.58E+12,0.10885315,1.2150437,-0.4922943,26,6460,6.46
Walking,1.58E+12,-0.02745819,1.0169494,-0.3765747,36,6496,6.496
Walking,1.58E+12,-0.07355042,0.8835785,-0.27850953,13,6509,6.509
Walking,1.58E+12,-0.043148804,0.89142454,-0.27066344,13,6522,6.522
Walking,1.58E+12,0.028439332,1.0493119,-0.10689239,31,6553,6.553
Walking,1.58E+12,0.07551117,0.950264,-0.04020691,20,6573,6.573
Walking,1.58E+12,0.13827363,0.6884262,0.030400086,39,6612,6.612
Walking,1.58E+12,0.08335724,0.69136965,-0.04903259,20,6632,6.632
Walking,1.58E+12,0.03334198,0.79629976,-0.101989746,19,6651,6.651
Walking,1.58E+12,-0.010787964,0.8835785,-0.07355042,21,6672,6.672
Walking,1.58E+12,-0.021574402,0.8580826,0.09610443,39,6711,6.711
Walking,1.58E+12,-0.050013732,0.8610245,0.09512482,21,6732,6.732
Walking,1.58E+12,-0.059820555,0.8953476,0.043148804,39,6771,6.771
Walking,1.58E+12,-0.021574402,0.96399385,0.0460907,9,6780,6.78
Walking,1.58E+12,0.051974487,1.116977,0.13042907,30,6810,6.81
Walking,1.58E+12,0.038246155,1.1601273,0.114738464,20,6830,6.83
Walking,1.58E+12,-0.039227296,1.1973922,0.084336855,20,6850,6.85
Walking,1.58E+12,-0.15494537,1.2042572,0.07256927,20,6870,6.87
Walking,1.58E+12,-0.17553863,1.2464249,0,39,6909,6.909
Walking,1.58E+12,-0.06864624,1.2444642,-0.056878664,20,6929,6.929
Walking,1.58E+12,-0.071588136,1.1787598,-0.15102234,20,6949,6.949
Walking,1.58E+12,-0.078453064,1.1758178,-0.114738464,20,6969,6.969
Walking,1.58E+12,0.048052978,1.2591736,-0.09610443,20,6989,6.989
Walking,1.58E+12,0.24124297,1.3082078,-0.21378478,19,7008,7.008
Walking,1.58E+12,0.4256088,1.2130829,-0.24320526,41,7049,7.049
Walking,1.58E+12,0.32263947,1.1885666,-0.117680356,18,7067,7.067
Walking,1.58E+12,0.12748718,1.1797394,-0.024516296,21,7088,7.088
Walking,1.58E+12,0.002941895,0.93653566,-0.004902649,39,7127,7.127
Walking,1.58E+12,0.002941895,0.8051254,-0.004902649,20,7147,7.147
Walking,1.58E+12,0.001960754,0.66881406,-0.050994873,40,7187,7.187
Walking,1.58E+12,0.030400086,0.60899353,-0.07747193,19,7206,7.206
Walking,1.58E+12,0.07649231,0.54819185,-0.08924103,20,7226,7.226
Walking,1.58E+12,0.10885315,0.5413269,-0.05393677,20,7246,7.246
Walking,1.58E+12,0.14023438,0.5736893,0.047071837,22,7268,7.268
Walking,1.58E+12,0.22947541,0.7511902,0.30792847,37,7305,7.305
Walking,1.58E+12,0.2687027,0.8659271,0.3942276,22,7327,7.327
Walking,1.58E+12,0.38442078,1.2150437,0.54230803,39,7366,7.366
Walking,1.58E+12,0.37363282,1.288594,0.51779175,18,7384,7.384
Walking,1.58E+12,0.26183778,1.247406,0.51582944,20,7404,7.404
Walking,1.58E+12,0.2657608,1.1542435,0.49523622,20,7424,7.424
Walking,1.58E+12,0.29517975,1.1738555,0.45110625,20,7444,7.444
Walking,1.58E+12,0.33734894,1.2640778,0.15102234,19,7463,7.463
Walking,1.58E+12,0.30106354,1.403331,-0.51092684,40,7503,7.503
Walking,1.58E+12,0.11375733,1.0316589,-0.23732147,20,7523,7.523
Walking,1.58E+12,-0.005883789,0.78355104,-0.10787354,20,7543,7.543
Walking,1.58E+12,-0.051974487,0.77570647,-0.2569336,22,7565,7.565
Walking,1.58E+12,-0.047071837,1.1454163,-0.17848054,38,7603,7.603
Walking,1.58E+12,0.036283873,1.0336212,-0.03432312,19,7622,7.622
Walking,1.58E+12,0.10296936,0.83356476,0.055897523,39,7661,7.661
Walking,1.58E+12,0.13827363,0.6737167,0.062762454,8,7669,7.669
Walking,1.58E+12,0.12650605,0.6364517,-0.02745819,13,7682,7.682
Walking,1.58E+12,0.048052978,0.8659271,-0.10493164,39,7721,7.721
Walking,1.58E+12,0.03334198,0.89436644,-0.008825684,20,7741,7.741
Walking,1.58E+12,0.03334198,0.86396635,0.100027464,39,7780,7.78
Walking,1.58E+12,-0.015690614,0.9257477,0.11375733,20,7800,7.8
Walking,1.58E+12,-0.030400086,1.039505,0.10885315,39,7839,7.839
Walking,1.58E+12,-0.012748718,1.0787323,0.11277618,20,7859,7.859
Walking,1.58E+12,-0.056878664,1.1365906,0.09708557,20,7879,7.879
Walking,1.58E+12,-0.15788727,1.1611068,0.04020691,20,7899,7.899
Walking,1.58E+12,-0.23045655,1.1630691,0.044129945,42,7941,7.941
Walking,1.58E+12,-0.22359161,1.1934693,0.025497437,8,7949,7.949
Walking,1.58E+12,0,1.1463974,-0.11669922,30,7979,7.979
Walking,1.58E+12,0.013729858,1.1424744,-0.11669922,26,8005,8.005
Walking,1.58E+12,0.27752838,1.3974472,-0.1892685,32,8037,8.037
Walking,1.58E+12,0.4795456,1.4190216,-0.23928222,20,8057,8.057
Walking,1.58E+12,0.37461394,1.3062454,-0.11669922,40,8097,8.097
Walking,1.58E+12,0.19907531,1.2513291,-0.015690614,21,8118,8.118
Walking,1.58E+12,0.028439332,0.9590912,-0.024516296,38,8156,8.156
Walking,1.58E+12,0.023536682,0.8051254,-0.024516296,22,8178,8.178
Walking,1.58E+12,0.047071837,0.7178467,-0.00098114,38,8216,8.216
Walking,1.58E+12,0.037265014,0.657045,0.004902649,13,8229,8.229
Walking,1.58E+12,0.011767578,0.58839875,-0.006864929,26,8255,8.255
Walking,1.58E+12,0.010787964,0.52367556,-0.002941895,11,8266,8.266
Walking,1.58E+12,0.04020691,0.5325012,0.012748718,29,8295,8.295
Walking,1.58E+12,0.07060852,0.5697662,0.090220645,7,8302,8.302
Walking,1.58E+12,0.09120178,0.62860566,0.21770783,13,8315,8.315
Walking,1.58E+12,0.20397797,0.71392363,0.3206772,39,8354,8.354
Walking,1.58E+12,0.20103607,0.84239197,0.40501404,8,8362,8.362
Walking,1.58E+12,0.25203094,1.2493668,0.55603635,32,8394,8.394
Walking,1.58E+12,0.33440703,1.2984009,0.5138687,21,8415,8.415
Walking,1.58E+12,0.29420012,1.2493668,0.4893524,30,8445,8.445
Walking,1.58E+12,0.39913025,1.1385529,0.40207213,46,8491,8.491
Walking,1.58E+12,0.4256088,1.158165,0.30792847,8,8499,8.499
Walking,1.58E+12,0.35500032,1.1934693,0.081394956,21,8520,8.52
Walking,1.58E+12,0.056878664,1.202295,-0.42364654,33,8553,8.553
Walking,1.58E+12,0.013729858,0.96791685,-0.24614716,19,8572,8.572
Walking,1.58E+12,0.00784607,0.83258516,-0.15984802,20,8592,8.592
Walking,1.58E+12,0.032362364,0.88652194,-0.18730775,19,8611,8.611
Walking,1.58E+12,0.03334198,1.035582,-0.20397797,20,8631,8.631
Walking,1.58E+12,0.08531799,0.94045717,-0.06472321,40,8671,8.671
Walking,1.58E+12,0.13238983,0.8012039,-0.00098114,19,8690,8.69
Walking,1.58E+12,0.13042907,0.73157656,-0.048052978,21,8711,8.711
Walking,1.58E+12,0.06472321,0.8718109,-0.10885315,41,8752,8.752
Walking,1.58E+12,0.022555541,0.9022125,-0.050013732,18,8770,8.77
Walking,1.58E+12,-0.012748718,0.8776947,-0.017651368,20,8790,8.79
Walking,1.58E+12,-0.02942047,0.85415953,0.009806824,41,8831,8.831
Walking,1.58E+12,-0.014709473,0.89142454,0.05393677,18,8849,8.849
Walking,1.58E+12,-0.030400086,0.93653566,0.060801696,20,8869,8.869
Walking,1.58E+12,-0.031381227,0.9934143,0.07256927,20,8889,8.889
Walking,1.58E+12,-0.004902649,1.0247955,0.055897523,20,8909,8.909
Walking,1.58E+12,-0.003923035,1.0689255,0.08825989,20,8929,8.929
Walking,1.58E+12,-0.08825989,1.1032486,0.08825989,19,8948,8.948
Walking,1.58E+12,-0.19024964,1.1836624,0.06178131,40,8988,8.988
Walking,1.58E+12,-0.0794342,1.2621155,0.06178131,20,9008,9.008
Walking,1.58E+12,0.090220645,1.1777786,-0.10689239,39,9047,9.047
Walking,1.58E+12,0.07649231,1.1150162,-0.11081543,20,9067,9.067
Walking,1.58E+12,0.13435058,1.2081788,-0.09120178,20,9087,9.087
Walking,1.58E+12,0.31675416,1.2895752,-0.17946167,20,9107,9.107
Walking,1.58E+12,0.5256363,1.3150711,-0.2530121,20,9127,9.127
Walking,1.58E+12,0.6776398,1.2817291,-0.22457275,20,9147,9.147
Walking,1.58E+12,0.45012513,1.1336486,-0.050013732,40,9187,9.187
Walking,1.58E+12,0.25203094,1.0277374,-0.026478577,18,9205,9.205
Walking,1.58E+12,0.15396424,0.9022125,0.00784607,21,9226,9.226
Walking,1.58E+12,0.030400086,0.7776672,0.023536682,39,9265,9.265
Walking,1.58E+12,0.001960754,0.71294403,0.031381227,21,9286,9.286
Walking,1.58E+12,0.09120178,0.6070312,0.004902649,38,9324,9.324
Walking,1.58E+12,0.13925476,0.6021286,0.037265014,21,9345,9.345
Walking,1.58E+12,0.1284668,0.6374329,0.13337097,39,9384,9.384
Walking,1.58E+12,0.071588136,0.6874466,0.2324173,8,9392,9.392
Walking,1.58E+12,-0.014709473,0.79629976,0.3854019,33,9425,9.425
Walking,1.58E+12,-0.059820555,0.90025026,0.48641053,18,9443,9.443
Walking,1.58E+12,0.14023438,1.2013153,0.6168381,41,9484,9.484
Walking,1.58E+12,0.3393097,1.2160248,0.5442688,19,9503,9.503
Walking,1.58E+12,0.5687851,1.162088,0.23830108,39,9542,9.542
