activity,timeStamp,x,y,z,,,
Upstairs,1.58E+12,0.21182403,1.009105,0.10787354,6,64270,
Upstairs,1.58E+12,0.1588684,0.9728195,0.078453064,14,64284,
Upstairs,1.58E+12,0.1588684,0.9728195,0.078453064,6,64290,
Upstairs,1.58E+12,0.17553863,0.9757614,0.13042907,34,64324,
Upstairs,1.58E+12,0.17553863,0.9757614,0.13042907,10,64334,
Upstairs,1.58E+12,0.17946167,0.95811003,0.15102234,10,64344,
Upstairs,1.58E+12,0.17946167,0.95811003,0.15102234,4,64348,
Upstairs,1.58E+12,0.14611968,0.9590912,0.1588684,16,64364,
Upstairs,1.58E+12,0.14611968,0.9590912,0.1588684,6,64370,
Upstairs,1.58E+12,0.08629914,0.9483032,0.15984802,33,64403,
Upstairs,1.58E+12,0.08629914,0.9483032,0.15984802,8,64411,
Upstairs,1.58E+12,0.08041382,0.8924057,0.15788727,15,64426,
Upstairs,1.58E+12,0.08041382,0.8924057,0.15788727,6,64432,
Upstairs,1.58E+12,0.071588136,0.84239197,0.16181031,31,64463,
Upstairs,1.58E+12,0.071588136,0.84239197,0.16181031,9,64472,
Upstairs,1.58E+12,0.058839418,0.81983644,0.13631287,8,64480,
Upstairs,1.58E+12,0.058839418,0.81983644,0.13631287,6,64486,
Upstairs,1.58E+12,0.038246155,0.831604,0.11179657,16,64502,
Upstairs,1.58E+12,0.038246155,0.831604,0.11179657,3,64505,
Upstairs,1.58E+12,0.009806824,0.8512176,0.090220645,10,64515,
Upstairs,1.58E+12,0.009806824,0.8512176,0.090220645,7,64522,
Upstairs,1.58E+12,0.006864929,0.8443527,0.05393677,19,64541,
Upstairs,1.58E+12,0.006864929,0.8443527,0.05393677,6,64547,
Upstairs,1.58E+12,0.050013732,0.8247391,0.030400086,26,64573,
Upstairs,1.58E+12,0.050013732,0.8247391,0.030400086,6,64579,
Upstairs,1.58E+12,0.10885315,0.82964325,0.084336855,9,64588,
Upstairs,1.58E+12,0.10885315,0.82964325,0.084336855,5,64593,
Upstairs,1.58E+12,0.121601865,0.8463135,0.11081543,8,64601,
Upstairs,1.58E+12,0.121601865,0.8463135,0.11081543,5,64606,
Upstairs,1.58E+12,0.065704346,0.90319216,0.05393677,14,64620,
Upstairs,1.58E+12,0.065704346,0.90319216,0.05393677,3,64623,
Upstairs,1.58E+12,0.056878664,0.92378694,0.065704346,17,64640,
Upstairs,1.58E+12,0.056878664,0.92378694,0.065704346,4,64644,
Upstairs,1.58E+12,0.028439332,0.92770845,0.1039505,19,64663,
Upstairs,1.58E+12,0.028439332,0.92770845,0.1039505,5,64668,
Upstairs,1.58E+12,-0.003923035,0.9492844,0.120622255,33,64701,
Upstairs,1.58E+12,-0.003923035,0.9492844,0.120622255,3,64704,
Upstairs,1.58E+12,-0.024516296,0.99537504,0.08924103,6,64710,
Upstairs,1.58E+12,-0.024516296,0.99537504,0.08924103,3,64713,
Upstairs,1.58E+12,0.002941895,1.0610794,0.06766663,30,64743,
Upstairs,1.58E+12,0.002941895,1.0610794,0.06766663,3,64746,
Upstairs,1.58E+12,0.055897523,1.0591186,0.005883789,24,64770,
Upstairs,1.58E+12,0.055897523,1.0591186,0.005883789,18,64788,
Upstairs,1.58E+12,0.14513855,1.0551956,-0.014709473,20,64808,
Upstairs,1.58E+12,0.14513855,1.0551956,-0.014709473,11,64819,
Upstairs,1.58E+12,0.1892685,1.1208999,0.003923035,15,64834,
Upstairs,1.58E+12,0.1892685,1.1208999,0.003923035,3,64837,
Upstairs,1.58E+12,0.20594025,1.2758453,0.00098114,6,64843,
Upstairs,1.58E+12,0.20594025,1.2758453,0.00098114,3,64846,
Upstairs,1.58E+12,0.07355042,1.4288285,-0.058839418,5,64851,
Upstairs,1.58E+12,0.07355042,1.4288285,-0.058839418,4,64855,
Upstairs,1.58E+12,0.060801696,1.4670746,-0.15690613,4,64859,
Upstairs,1.58E+12,0.060801696,1.4670746,-0.15690613,3,64862,
Upstairs,1.58E+12,0.19417115,1.3817565,-0.16573182,16,64878,
Upstairs,1.58E+12,0.19417115,1.3817565,-0.16573182,5,64883,
Upstairs,1.58E+12,0.19907531,1.2993805,-0.11277618,17,64900,
Upstairs,1.58E+12,0.19907531,1.2993805,-0.11277618,2,64902,
Upstairs,1.58E+12,0.04903259,1.1307068,-0.06864624,35,64937,
Upstairs,1.58E+12,0.04903259,1.1307068,-0.06864624,4,64941,
Upstairs,1.58E+12,0.011767578,1.0846161,-0.10100861,21,64962,
Upstairs,1.58E+12,0.011767578,1.0846161,-0.10100861,2,64964,
Upstairs,1.58E+12,0.13631287,0.9992981,0.055897523,33,64997,
Upstairs,1.58E+12,0.13631287,0.9992981,0.055897523,3,65000,
Upstairs,1.58E+12,0.23535919,1.0149887,0.018632507,15,65015,
Upstairs,1.58E+12,0.23535919,1.0149887,0.018632507,7,65022,
Upstairs,1.58E+12,0.22849426,1.0551956,-0.050994873,14,65036,
Upstairs,1.58E+12,0.22849426,1.0551956,-0.050994873,6,65042,
Upstairs,1.58E+12,0.06766663,1.0600983,0.00784607,33,65075,
Upstairs,1.58E+12,0.06766663,1.0600983,0.00784607,7,65082,
Upstairs,1.58E+12,0.1039505,1.0002778,0.030400086,14,65096,
Upstairs,1.58E+12,0.1039505,1.0002778,0.030400086,8,65104,
Upstairs,1.58E+12,0.15494537,0.93359375,0.08041382,15,65119,
Upstairs,1.58E+12,0.15494537,0.93359375,0.08041382,6,65125,
Upstairs,1.58E+12,0.18534546,0.90025026,0.10983429,33,65158,
Upstairs,1.58E+12,0.18534546,0.90025026,0.10983429,11,65169,
Upstairs,1.58E+12,0.16278991,0.8884827,0.105911255,8,65177,
Upstairs,1.58E+12,0.16278991,0.8884827,0.105911255,7,65184,
Upstairs,1.58E+12,0.121601865,0.8149322,0.08531799,13,65197,
Upstairs,1.58E+12,0.121601865,0.8149322,0.08531799,4,65201,
Upstairs,1.58E+12,0.0460907,0.73844147,0.15788727,38,65239,
Upstairs,1.58E+12,0.0460907,0.73844147,0.15788727,13,65252,
Upstairs,1.58E+12,0.10100861,0.7305954,0.19024964,7,65259,
Upstairs,1.58E+12,0.10100861,0.7305954,0.19024964,6,65265,
Upstairs,1.58E+12,0.15788727,0.72373044,0.1892685,8,65273,
Upstairs,1.58E+12,0.15788727,0.72373044,0.1892685,4,65277,
Upstairs,1.58E+12,0.20594025,0.7276535,0.20005493,17,65294,
Upstairs,1.58E+12,0.20594025,0.7276535,0.20005493,4,65298,
Upstairs,1.58E+12,0.17946167,0.7786484,0.29223785,36,65334,
Upstairs,1.58E+12,0.17946167,0.7786484,0.29223785,6,65340,
Upstairs,1.58E+12,0.17651978,0.8041458,0.38246003,14,65354,
Upstairs,1.58E+12,0.17651978,0.8041458,0.38246003,6,65360,
Upstairs,1.58E+12,0.20299836,0.8286621,0.4579712,15,65375,
Upstairs,1.58E+12,0.20299836,0.8286621,0.4579712,5,65380,
Upstairs,1.58E+12,0.11277618,0.9090759,0.57859194,33,65413,
Upstairs,1.58E+12,0.11277618,0.9090759,0.57859194,8,65421,
Upstairs,1.58E+12,0.026478577,0.92770845,0.54230803,12,65433,
Upstairs,1.58E+12,0.026478577,0.92770845,0.54230803,5,65438,
Upstairs,1.58E+12,0.40403444,1.2258316,0.5530945,34,65472,
Upstairs,1.58E+12,0.40403444,1.2258316,0.5530945,9,65481,
Upstairs,1.58E+12,0.39226532,1.2415222,0.41776276,11,65492,
Upstairs,1.58E+12,0.39226532,1.2415222,0.41776276,13,65505,
Upstairs,1.58E+12,0.28341216,1.1552231,0.38736266,6,65511,
Upstairs,1.58E+12,0.28341216,1.1552231,0.38736266,4,65515,
Upstairs,1.58E+12,0.13435058,1.0100845,0.14121552,35,65550,
Upstairs,1.58E+12,0.13435058,1.0100845,0.14121552,17,65567,
Upstairs,1.58E+12,0.15984802,0.96105194,0.06472321,5,65572,
Upstairs,1.58E+12,0.15984802,0.96105194,0.06472321,5,65577,
Upstairs,1.58E+12,0.19907531,0.9355545,0.09512482,14,65591,
Upstairs,1.58E+12,0.19907531,0.9355545,0.09512482,4,65595,
Upstairs,1.58E+12,0.19907531,0.9355545,0.13925476,17,65612,
Upstairs,1.58E+12,0.19907531,0.9355545,0.13925476,4,65616,
Upstairs,1.58E+12,0.21868896,0.9424194,0.13337097,33,65649,
Upstairs,1.58E+12,0.21868896,0.9424194,0.13337097,6,65655,
Upstairs,1.58E+12,0.21476594,0.9473221,0.11179657,6,65661,
Upstairs,1.58E+12,0.21476594,0.9473221,0.11179657,7,65668,
Upstairs,1.58E+12,0.14611968,0.92182463,0.071588136,23,65691,
Upstairs,1.58E+12,0.14611968,0.92182463,0.071588136,11,65702,
Upstairs,1.58E+12,0.12650605,0.8894638,0.09316254,10,65712,
Upstairs,1.58E+12,0.12650605,0.8894638,0.09316254,4,65716,
Upstairs,1.58E+12,0.100027464,0.86788785,0.101989746,12,65728,
Upstairs,1.58E+12,0.100027464,0.86788785,0.101989746,7,65735,
Upstairs,1.58E+12,0.06668548,0.8708313,0.11179657,14,65749,
Upstairs,1.58E+12,0.06668548,0.8708313,0.11179657,5,65754,
Upstairs,1.58E+12,0.06962738,0.879657,0.114738464,15,65769,
Upstairs,1.58E+12,0.06962738,0.879657,0.114738464,5,65774,
Upstairs,1.58E+12,0.090220645,0.875734,0.09512482,34,65808,
Upstairs,1.58E+12,0.090220645,0.875734,0.09512482,6,65814,
Upstairs,1.58E+12,0.101989746,0.8590622,0.03334198,4,65818,
Upstairs,1.58E+12,0.101989746,0.8590622,0.03334198,8,65826,
Upstairs,1.58E+12,0.17455903,0.831604,0.0460907,22,65848,
Upstairs,1.58E+12,0.17455903,0.831604,0.0460907,10,65858,
Upstairs,1.58E+12,0.16671295,0.8394486,0.07355042,12,65870,
Upstairs,1.58E+12,0.16671295,0.8394486,0.07355042,10,65880,
Upstairs,1.58E+12,0.10787354,0.87671506,0.02942047,26,65906,
Upstairs,1.58E+12,0.10787354,0.87671506,0.02942047,4,65910,
Upstairs,1.58E+12,0.038246155,0.9198639,-0.021574402,8,65918,
Upstairs,1.58E+12,0.038246155,0.9198639,-0.021574402,6,65924,
Upstairs,1.58E+12,0.017651368,0.9286896,-0.016671753,9,65933,
Upstairs,1.58E+12,0.017651368,0.9286896,-0.016671753,5,65938,
Upstairs,1.58E+12,0.031381227,0.93653566,-0.005883789,11,65949,
Upstairs,1.58E+12,0.031381227,0.93653566,-0.005883789,5,65954,
Upstairs,1.58E+12,0.012748718,0.96693575,0.00098114,35,65989,
Upstairs,1.58E+12,0.012748718,0.96693575,0.00098114,6,65995,
Upstairs,1.58E+12,0.011767578,0.9924332,0.006864929,7,66002,
Upstairs,1.58E+12,0.011767578,0.9924332,0.006864929,6,66008,
Upstairs,1.58E+12,0.055897523,1.0767701,0.058839418,20,66028,
Upstairs,1.58E+12,0.055897523,1.0767701,0.058839418,8,66036,
Upstairs,1.58E+12,0.08531799,1.1277649,0.084336855,9,66045,
Upstairs,1.58E+12,0.08531799,1.1277649,0.084336855,5,66050,
Upstairs,1.58E+12,0.12454376,1.1552231,0.08825989,17,66067,
Upstairs,1.58E+12,0.12454376,1.1552231,0.08825989,6,66073,
Upstairs,1.58E+12,-0.0460907,1.295459,0.050013732,32,66105,
Upstairs,1.58E+12,-0.0460907,1.295459,0.050013732,6,66111,
Upstairs,1.58E+12,-0.050013732,1.4317703,-0.06374359,13,66124,
Upstairs,1.58E+12,-0.050013732,1.4317703,-0.06374359,6,66130,
Upstairs,1.58E+12,0.21868896,1.3425308,-0.17161712,35,66165,
Upstairs,1.58E+12,0.21868896,1.3425308,-0.17161712,7,66172,
Upstairs,1.58E+12,0.19711304,1.1797394,-0.19024964,11,66183,
Upstairs,1.58E+12,0.19711304,1.1797394,-0.19024964,8,66191,
Upstairs,1.58E+12,0.105911255,1.0777512,-0.17063598,12,66203,
Upstairs,1.58E+12,0.105911255,1.0777512,-0.17063598,4,66207,
Upstairs,1.58E+12,0.030400086,1.0473496,-0.13827363,16,66223,
Upstairs,1.58E+12,0.030400086,1.0473496,-0.13827363,4,66227,
Upstairs,1.58E+12,0.036283873,1.0306793,-0.019613648,16,66243,
Upstairs,1.58E+12,0.036283873,1.0306793,-0.019613648,6,66249,
Upstairs,1.58E+12,0.100027464,1.0198914,0.03530426,18,66267,
Upstairs,1.58E+12,0.100027464,1.0198914,0.03530426,6,66273,
Upstairs,1.58E+12,0.08335724,1.0493119,0.00098114,29,66302,
Upstairs,1.58E+12,0.08335724,1.0493119,0.00098114,5,66307,
Upstairs,1.58E+12,0.055897523,1.0895188,-0.087278746,15,66322,
Upstairs,1.58E+12,0.055897523,1.0895188,-0.087278746,7,66329,
Upstairs,1.58E+12,0.1039505,1.1081512,-0.081394956,9,66338,
Upstairs,1.58E+12,0.1039505,1.1081512,-0.081394956,5,66343,
Upstairs,1.58E+12,0.16181031,1.0944229,0.025497437,4,66347,
Upstairs,1.58E+12,0.16181031,1.0944229,0.025497437,4,66351,
Upstairs,1.58E+12,0.20005493,1.0620606,0.09708557,11,66362,
Upstairs,1.58E+12,0.20005493,1.0620606,0.09708557,5,66367,
Upstairs,1.58E+12,0.20201722,1.028717,0.14906159,34,66401,
Upstairs,1.58E+12,0.20201722,1.028717,0.14906159,7,66408,
Upstairs,1.58E+12,0.18730775,0.97380066,0.14906159,5,66413,
Upstairs,1.58E+12,0.18730775,0.97380066,0.14906159,5,66418,
Upstairs,1.58E+12,0.14317779,0.86985016,0.11277618,23,66441,
Upstairs,1.58E+12,0.14317779,0.86985016,0.11277618,5,66446,
Upstairs,1.58E+12,0.13238983,0.86298525,0.15396424,15,66461,
Upstairs,1.58E+12,0.13238983,0.86298525,0.15396424,4,66465,
Upstairs,1.58E+12,0.11081543,0.8492554,0.16377106,19,66484,
Upstairs,1.58E+12,0.11081543,0.8492554,0.16377106,9,66493,
Upstairs,1.58E+12,0.13827363,0.7011749,0.20103607,27,66520,
Upstairs,1.58E+12,0.13827363,0.7011749,0.20103607,5,66525,
Upstairs,1.58E+12,0.15690613,0.6501816,0.21476594,15,66540,
Upstairs,1.58E+12,0.15690613,0.6501816,0.21476594,6,66546,
Upstairs,1.58E+12,0.12356415,0.68254244,0.22064972,34,66580,
Upstairs,1.58E+12,0.12356415,0.68254244,0.22064972,8,66588,
Upstairs,1.58E+12,0.13238983,0.6972534,0.22555237,13,66601,
Upstairs,1.58E+12,0.13238983,0.6972534,0.22555237,8,66609,
Upstairs,1.58E+12,0.20103607,0.6874466,0.28047028,12,66621,
Upstairs,1.58E+12,0.20103607,0.6874466,0.28047028,5,66626,
Upstairs,1.58E+12,0.28635406,0.69234926,0.3510788,32,66658,
Upstairs,1.58E+12,0.28635406,0.69234926,0.3510788,7,66665,
Upstairs,1.58E+12,0.27850953,0.71980745,0.37951812,13,66678,
Upstairs,1.58E+12,0.27850953,0.71980745,0.37951812,7,66685,
Upstairs,1.58E+12,0.2628189,0.7482468,0.48346862,15,66700,
Upstairs,1.58E+12,0.2628189,0.7482468,0.48346862,7,66707,
Upstairs,1.58E+12,0.25889587,0.7649185,0.55211484,13,66720,
Upstairs,1.58E+12,0.25889587,0.7649185,0.55211484,14,66734,
Upstairs,1.58E+12,0.24320526,0.8021835,0.56388247,26,66760,
Upstairs,1.58E+12,0.24320526,0.8021835,0.56388247,5,66765,
Upstairs,1.58E+12,0.20103607,0.86788785,0.59820557,4,66769,
Upstairs,1.58E+12,0.20103607,0.86788785,0.59820557,4,66773,
Upstairs,1.58E+12,0.20986176,1.069905,0.78649294,29,66802,
Upstairs,1.58E+12,0.20986176,1.069905,0.78649294,4,66806,
Upstairs,1.58E+12,0.3854019,1.124823,0.92672884,18,66824,
Upstairs,1.58E+12,0.3854019,1.124823,0.92672884,5,66829,
Upstairs,1.58E+12,0.4736618,1.0944229,0.56388247,30,66859,
Upstairs,1.58E+12,0.4736618,1.0944229,0.56388247,4,66863,
Upstairs,1.58E+12,0.3383301,1.080693,0.2667404,12,66875,
Upstairs,1.58E+12,0.3383301,1.080693,0.2667404,6,66881,
Upstairs,1.58E+12,0.22947541,1.0228332,0.25595397,17,66898,
Upstairs,1.58E+12,0.22947541,1.0228332,0.25595397,7,66905,
Upstairs,1.58E+12,0.12650605,0.92476654,0.12356415,31,66936,
Upstairs,1.58E+12,0.12650605,0.92476654,0.12356415,6,66942,
Upstairs,1.58E+12,0.17455903,0.9453613,0.13533172,12,66954,
Upstairs,1.58E+12,0.17455903,0.9453613,0.13533172,7,66961,
Upstairs,1.58E+12,0.24124297,0.95418704,0.10296936,15,66976,
Upstairs,1.58E+12,0.24124297,0.95418704,0.10296936,6,66982,
Upstairs,1.58E+12,0.19613342,0.95418704,0.15200348,33,67015,
Upstairs,1.58E+12,0.19613342,0.95418704,0.15200348,20,67035,
Upstairs,1.58E+12,0.12650605,1.0032196,0.1529831,9,67044,
Upstairs,1.58E+12,0.12650605,1.0032196,0.1529831,6,67050,
Upstairs,1.58E+12,0.07453003,1.0130265,0.12944794,7,67057,
Upstairs,1.58E+12,0.07453003,1.0130265,0.12944794,9,67066,
Upstairs,1.58E+12,0.065704346,0.9796845,0.10689239,8,67074,
Upstairs,1.58E+12,0.065704346,0.9796845,0.10689239,5,67079,
Upstairs,1.58E+12,0.0578598,0.950264,0.11375733,20,67099,
Upstairs,1.58E+12,0.0578598,0.950264,0.11375733,4,67103,
Upstairs,1.58E+12,0.0578598,0.96105194,0.1500412,31,67134,
Upstairs,1.58E+12,0.0578598,0.96105194,0.1500412,5,67139,
Upstairs,1.58E+12,0.07747193,0.9433991,0.14219666,14,67153,
Upstairs,1.58E+12,0.07747193,0.9433991,0.14219666,7,67160,
Upstairs,1.58E+12,0.10493164,0.83552706,0.025497437,34,67194,
Upstairs,1.58E+12,0.10493164,0.83552706,0.025497437,6,67200,
Upstairs,1.58E+12,0.14023438,0.7923767,0.022555541,14,67214,
Upstairs,1.58E+12,0.14023438,0.7923767,0.022555541,7,67221,
Upstairs,1.58E+12,0.17063598,0.79335785,0.06668548,32,67253,
Upstairs,1.58E+12,0.17063598,0.79335785,0.06668548,13,67266,
Upstairs,1.58E+12,0.15690613,0.81689453,0.08041382,9,67275,
Upstairs,1.58E+12,0.15690613,0.81689453,0.08041382,7,67282,
Upstairs,1.58E+12,0.11277618,0.8580826,0.043148804,33,67315,
Upstairs,1.58E+12,0.11277618,0.8580826,0.043148804,7,67322,
Upstairs,1.58E+12,0.10885315,0.8561203,0.06178131,10,67332,
Upstairs,1.58E+12,0.10885315,0.8561203,0.06178131,15,67347,
Upstairs,1.58E+12,0.090220645,0.8825989,0.09708557,9,67356,
Upstairs,1.58E+12,0.090220645,0.8825989,0.09708557,5,67361,
Upstairs,1.58E+12,0.06766663,0.9012314,0.120622255,4,67365,
Upstairs,1.58E+12,0.06766663,0.9012314,0.120622255,5,67370,
Upstairs,1.58E+12,0.03334198,0.92770845,0.10689239,22,67392,
Upstairs,1.58E+12,0.03334198,0.92770845,0.10689239,5,67397,
Upstairs,1.58E+12,0.019613648,0.94045717,0.09218292,13,67410,
Upstairs,1.58E+12,0.019613648,0.94045717,0.09218292,4,67414,
Upstairs,1.58E+12,0.026478577,0.9600708,0.0823761,36,67450,
Upstairs,1.58E+12,0.026478577,0.9600708,0.0823761,9,67459,
Upstairs,1.58E+12,-0.004902649,0.9728195,0.06178131,10,67469,
Upstairs,1.58E+12,-0.004902649,0.9728195,0.06178131,10,67479,
Upstairs,1.58E+12,-0.00098114,0.97674257,0.025497437,10,67489,
Upstairs,1.58E+12,-0.00098114,0.97674257,0.025497437,3,67492,
Upstairs,1.58E+12,0.1039505,1.0924606,0.037265014,37,67529,
Upstairs,1.58E+12,0.1039505,1.0924606,0.037265014,6,67535,
Upstairs,1.58E+12,0.13140869,1.1650299,0.07355042,14,67549,
Upstairs,1.58E+12,0.13140869,1.1650299,0.07355042,7,67556,
Upstairs,1.58E+12,0.05393677,1.1601273,0.10787354,31,67587,
Upstairs,1.58E+12,0.05393677,1.1601273,0.10787354,8,67595,
Upstairs,1.58E+12,-0.043148804,1.2121017,0.056878664,12,67607,
Upstairs,1.58E+12,-0.043148804,1.2121017,0.056878664,7,67614,
Upstairs,1.58E+12,-0.099047855,1.3023239,-0.036283873,16,67630,
Upstairs,1.58E+12,-0.099047855,1.3023239,-0.036283873,6,67636,
Upstairs,1.58E+12,-0.11375733,1.1738555,-0.08531799,31,67667,
Upstairs,1.58E+12,-0.11375733,1.1738555,-0.08531799,8,67675,
Upstairs,1.58E+12,-0.09512482,1.0787323,-0.13631287,11,67686,
Upstairs,1.58E+12,-0.09512482,1.0787323,-0.13631287,4,67690,
Upstairs,1.58E+12,0.08924103,1.0444076,-0.15984802,37,67727,
Upstairs,1.58E+12,0.08924103,1.0444076,-0.15984802,9,67736,
Upstairs,1.58E+12,0.13042907,1.1365906,-0.09512482,13,67749,
Upstairs,1.58E+12,0.13042907,1.1365906,-0.09512482,4,67753,
Upstairs,1.58E+12,0.004902649,1.1454163,-0.36284637,34,67787,
Upstairs,1.58E+12,0.004902649,1.1454163,-0.36284637,5,67792,
Upstairs,1.58E+12,0.00098114,1.0757889,-0.38442078,14,67806,
Upstairs,1.58E+12,0.00098114,1.0757889,-0.38442078,6,67812,
Upstairs,1.58E+12,0.03530426,1.0532348,-0.19417115,14,67826,
Upstairs,1.58E+12,0.03530426,1.0532348,-0.19417115,6,67832,
Upstairs,1.58E+12,0.005883789,1.0885376,0.008825684,33,67865,
Upstairs,1.58E+12,0.005883789,1.0885376,0.008825684,6,67871,
Upstairs,1.58E+12,-0.011767578,1.0954025,0.004902649,9,67880,
Upstairs,1.58E+12,-0.011767578,1.0954025,0.004902649,5,67885,
Upstairs,1.58E+12,-0.036283873,1.0944229,-0.019613648,12,67897,
Upstairs,1.58E+12,-0.036283873,1.0944229,-0.019613648,8,67905,
Upstairs,1.58E+12,-0.05393677,1.1022675,-0.03432312,19,67924,
Upstairs,1.58E+12,-0.05393677,1.1022675,-0.03432312,7,67931,
Upstairs,1.58E+12,-0.06472321,1.0934417,-0.024516296,6,67937,
Upstairs,1.58E+12,-0.06472321,1.0934417,-0.024516296,5,67942,
Upstairs,1.58E+12,-0.038246155,1.069905,-0.015690614,6,67948,
Upstairs,1.58E+12,-0.038246155,1.069905,-0.015690614,4,67952,
Upstairs,1.58E+12,0.021574402,1.0189117,-0.03334198,13,67965,
Upstairs,1.58E+12,0.021574402,1.0189117,-0.03334198,3,67968,
Upstairs,1.58E+12,0.1892685,0.96693575,0.025497437,38,68006,
Upstairs,1.58E+12,0.1892685,0.96693575,0.025497437,7,68013,
Upstairs,1.58E+12,0.2667404,0.9747818,0.07551117,10,68023,
Upstairs,1.58E+12,0.2667404,0.9747818,0.07551117,6,68029,
Upstairs,1.58E+12,0.2687027,0.9512451,0.14808044,15,68044,
Upstairs,1.58E+12,0.2687027,0.9512451,0.14808044,6,68050,
Upstairs,1.58E+12,0.207901,0.8855408,0.17750092,32,68082,
Upstairs,1.58E+12,0.207901,0.8855408,0.17750092,12,68094,
Upstairs,1.58E+12,0.20691986,0.8159134,0.17161712,9,68103,
Upstairs,1.58E+12,0.20691986,0.8159134,0.17161712,7,68110,
Upstairs,1.58E+12,0.25791472,0.75903475,0.2657608,37,68147,
Upstairs,1.58E+12,0.25791472,0.75903475,0.2657608,5,68152,
Upstairs,1.58E+12,0.24908905,0.76295775,0.28635406,13,68165,
Upstairs,1.58E+12,0.24908905,0.76295775,0.28635406,5,68170,
Upstairs,1.58E+12,0.23437957,0.7492279,0.31283265,31,68201,
Upstairs,1.58E+12,0.23437957,0.7492279,0.31283265,3,68204,
Upstairs,1.58E+12,0.22457275,0.7541321,0.3579422,17,68221,
Upstairs,1.58E+12,0.22457275,0.7541321,0.3579422,7,68228,
Upstairs,1.58E+12,0.23045655,0.7649185,0.3971695,13,68241,
Upstairs,1.58E+12,0.23045655,0.7649185,0.3971695,6,68247,
Upstairs,1.58E+12,0.21966858,0.77570647,0.43639526,14,68261,
Upstairs,1.58E+12,0.21966858,0.77570647,0.43639526,6,68267,
Upstairs,1.58E+12,0.1470993,0.79629976,0.52073365,16,68283,
Upstairs,1.58E+12,0.1470993,0.79629976,0.52073365,10,68293,
Upstairs,1.58E+12,0.08531799,0.83258516,0.55603635,28,68321,
Upstairs,1.58E+12,0.08531799,0.83258516,0.55603635,4,68325,
Upstairs,1.58E+12,0.059820555,0.875734,0.5472107,6,68331,
Upstairs,1.58E+12,0.059820555,0.875734,0.5472107,6,68337,
Upstairs,1.58E+12,0.121601865,0.9855682,0.6854843,23,68360,
Upstairs,1.58E+12,0.121601865,0.9855682,0.6854843,4,68364,
Upstairs,1.58E+12,0.14513855,1.1228607,0.7354981,16,68380,
Upstairs,1.58E+12,0.14513855,1.1228607,0.7354981,5,68385,
Upstairs,1.58E+12,0.46875763,1.028717,0.45993194,34,68419,
Upstairs,1.58E+12,0.46875763,1.028717,0.45993194,12,68431,
Upstairs,1.58E+12,0.42364654,1.0404861,0.53054047,10,68441,
Upstairs,1.58E+12,0.42364654,1.0404861,0.53054047,5,68446,
Upstairs,1.58E+12,0.23535919,1.0385239,0.40207213,15,68461,
Upstairs,1.58E+12,0.23535919,1.0385239,0.40207213,6,68467,
Upstairs,1.58E+12,0.22849426,0.987529,0.21574707,31,68498,
Upstairs,1.58E+12,0.22849426,0.987529,0.21574707,6,68504,
Upstairs,1.58E+12,0.31283265,0.9836075,0.18534546,15,68519,
Upstairs,1.58E+12,0.31283265,0.9836075,0.18534546,6,68525,
Upstairs,1.58E+12,0.25791472,1.009105,0.15592499,34,68559,
Upstairs,1.58E+12,0.25791472,1.009105,0.15592499,6,68565,
Upstairs,1.58E+12,0.19417115,0.9963562,0.12552491,13,68578,
Upstairs,1.58E+12,0.19417115,0.9963562,0.12552491,7,68585,
Upstairs,1.58E+12,0.16769409,1.0149887,0.0823761,32,68617,
Upstairs,1.58E+12,0.16769409,1.0149887,0.0823761,4,68621,
Upstairs,1.58E+12,0.18044281,1.0277374,0.050013732,8,68629,
Upstairs,1.58E+12,0.18044281,1.0277374,0.050013732,8,68637,
Upstairs,1.58E+12,0.207901,1.028717,0.058839418,20,68657,
Upstairs,1.58E+12,0.207901,1.028717,0.058839418,5,68662,
Upstairs,1.58E+12,0.23535919,1.0159683,0.09120178,6,68668,
Upstairs,1.58E+12,0.23535919,1.0159683,0.09120178,5,68673,
Upstairs,1.58E+12,0.17848054,0.9992981,0.10493164,24,68697,
Upstairs,1.58E+12,0.17848054,0.9992981,0.10493164,6,68703,
Upstairs,1.58E+12,0.14219666,0.9787033,0.09316254,12,68715,
Upstairs,1.58E+12,0.14219666,0.9787033,0.09316254,5,68720,
Upstairs,1.58E+12,0.10493164,0.9414383,0.09708557,16,68736,
Upstairs,1.58E+12,0.10493164,0.9414383,0.09708557,5,68741,
Upstairs,1.58E+12,0.08531799,0.8933853,0.10296936,14,68755,
Upstairs,1.58E+12,0.08531799,0.8933853,0.10296936,6,68761,
Upstairs,1.58E+12,0.087278746,0.868869,0.090220645,14,68775,
Upstairs,1.58E+12,0.087278746,0.868869,0.090220645,6,68781,
Upstairs,1.58E+12,0.105911255,0.8747528,0.08629914,16,68797,
Upstairs,1.58E+12,0.105911255,0.8747528,0.08629914,4,68801,
Upstairs,1.58E+12,0.09512482,0.87671506,0.094143674,34,68835,
Upstairs,1.58E+12,0.09512482,0.87671506,0.094143674,6,68841,
Upstairs,1.58E+12,0.087278746,0.868869,0.0823761,13,68854,
Upstairs,1.58E+12,0.087278746,0.868869,0.0823761,7,68861,
Upstairs,1.58E+12,0.09120178,0.8884827,0.078453064,32,68893,
Upstairs,1.58E+12,0.09120178,0.8884827,0.078453064,6,68899,
Upstairs,1.58E+12,0.09316254,0.8825989,0.09708557,14,68913,
