activity,timeStamp,x,y,z,,,
Walking,1.58E+12,0.14906159,0.81787413,0.06962738,13,9119,
Walking,1.58E+12,0.14906159,0.81787413,0.06962738,5,9124,
Walking,1.58E+12,0.14023438,0.8580826,0.10787354,15,9139,
Walking,1.58E+12,0.14023438,0.8580826,0.10787354,4,9143,
Walking,1.58E+12,0.08041382,1.0247955,0.18828735,36,9179,
Walking,1.58E+12,0.08041382,1.0247955,0.18828735,8,9187,
Walking,1.58E+12,0.04216919,1.1356094,0.1588684,12,9199,
Walking,1.58E+12,0.04216919,1.1356094,0.1588684,7,9206,
Walking,1.58E+12,-0.15200348,1.291536,0.1892685,34,9240,
Walking,1.58E+12,-0.15200348,1.291536,0.1892685,9,9249,
Walking,1.58E+12,-0.20495911,1.2846711,0.10296936,12,9261,
Walking,1.58E+12,-0.20495911,1.2846711,0.10296936,7,9268,
Walking,1.58E+12,-0.14611968,1.2336762,-0.006864929,12,9280,
Walking,1.58E+12,-0.14611968,1.2336762,-0.006864929,4,9284,
Walking,1.58E+12,0.013729858,1.083635,-0.06374359,32,9316,
Walking,1.58E+12,0.013729858,1.083635,-0.06374359,7,9323,
Walking,1.58E+12,0.17750092,1.0267563,0.002941895,10,9333,
Walking,1.58E+12,0.17750092,1.0267563,0.002941895,6,9339,
Walking,1.58E+12,0.094143674,1.5092437,-0.24222413,18,9357,
Walking,1.58E+12,0.094143674,1.5092437,-0.24222413,4,9361,
Walking,1.58E+12,0.330484,1.5631806,-0.39226532,17,9378,
Walking,1.58E+12,0.330484,1.5631806,-0.39226532,6,9384,
Walking,1.58E+12,0.59526366,1.3493958,-0.13140869,32,9416,
Walking,1.58E+12,0.59526366,1.3493958,-0.13140869,6,9422,
Walking,1.58E+12,0.44129944,1.2130829,0.026478577,13,9435,
Walking,1.58E+12,0.44129944,1.2130829,0.026478577,8,9443,
Walking,1.58E+12,0.21280365,1.0512726,0.099047855,13,9456,
Walking,1.58E+12,0.21280365,1.0512726,0.099047855,6,9462,
Walking,1.58E+12,0.051974487,0.8884827,0.017651368,13,9475,
Walking,1.58E+12,0.051974487,0.8884827,0.017651368,7,9482,
Walking,1.58E+12,0.018632507,0.72373044,-0.00098114,13,9495,
Walking,1.58E+12,0.018632507,0.72373044,-0.00098114,5,9500,
Walking,1.58E+12,0.006864929,0.5374039,-0.045111082,36,9536,
Walking,1.58E+12,0.006864929,0.5374039,-0.045111082,5,9541,
Walking,1.58E+12,0.009806824,0.4805252,-0.0578598,14,9555,
Walking,1.58E+12,0.009806824,0.4805252,-0.0578598,11,9566,
Walking,1.58E+12,0.016671753,0.4059952,-0.07747193,14,9580,
Walking,1.58E+12,0.016671753,0.4059952,-0.07747193,8,9588,
Walking,1.58E+12,0.04118805,0.5540756,0.20495911,25,9613,
Walking,1.58E+12,0.04118805,0.5540756,0.20495911,6,9619,
Walking,1.58E+12,0.09120178,0.7217697,0.378537,16,9635,
Walking,1.58E+12,0.09120178,0.7217697,0.378537,6,9641,
Walking,1.58E+12,0.28733522,1.0257752,0.5168106,32,9673,
Walking,1.58E+12,0.28733522,1.0257752,0.5168106,11,9684,
Walking,1.58E+12,0.58839875,1.3072265,0.623703,9,9693,
Walking,1.58E+12,0.58839875,1.3072265,0.623703,5,9698,
Walking,1.58E+12,0.5256363,1.2846711,0.59232175,15,9713,
Walking,1.58E+12,0.5256363,1.2846711,0.59232175,3,9716,
Walking,1.58E+12,0.2667404,1.1385529,0.53152007,38,9754,
Walking,1.58E+12,0.2667404,1.1385529,0.53152007,4,9758,
Walking,1.58E+12,0.18142243,1.0885376,0.505043,5,9763,
Walking,1.58E+12,0.18142243,1.0885376,0.505043,8,9771,
Walking,1.58E+12,0.4069763,1.335666,-0.3883438,24,9795,
Walking,1.58E+12,0.4069763,1.335666,-0.3883438,9,9804,
Walking,1.58E+12,0.65606534,1.4915909,-0.50896454,15,9819,
Walking,1.58E+12,0.65606534,1.4915909,-0.50896454,7,9826,
Walking,1.58E+12,0.21476594,0.9757614,0.0460907,25,9851,
Walking,1.58E+12,0.21476594,0.9757614,0.0460907,6,9857,
Walking,1.58E+12,0.081394956,0.9012314,-0.14808044,14,9871,
Walking,1.58E+12,0.081394956,0.9012314,-0.14808044,7,9878,
Walking,1.58E+12,-0.036283873,0.9532059,-0.31283265,33,9911,
Walking,1.58E+12,-0.036283873,0.9532059,-0.31283265,7,9918,
Walking,1.58E+12,0.002941895,1.0797119,-0.15200348,9,9927,
Walking,1.58E+12,0.002941895,1.0797119,-0.15200348,7,9934,
Walking,1.58E+12,0.078453064,0.79335785,0.045111082,17,9951,
Walking,1.58E+12,0.078453064,0.79335785,0.045111082,10,9961,
Walking,1.58E+12,0.14317779,0.5776123,-0.024516296,10,9971,
Walking,1.58E+12,0.14317779,0.5776123,-0.024516296,3,9974,
Walking,1.58E+12,0.22751465,0.5001389,-0.101989746,36,10010,
Walking,1.58E+12,0.22751465,0.5001389,-0.101989746,8,10018,
Walking,1.58E+12,0.25791472,0.5942825,-0.10885315,8,10026,
Walking,1.58E+12,0.25791472,0.5942825,-0.10885315,9,10035,
Walking,1.58E+12,0.21378478,0.7609955,-0.012748718,6,10041,
Walking,1.58E+12,0.21378478,0.7609955,-0.012748718,5,10046,
Walking,1.58E+12,0.13140869,0.86788785,0.081394956,26,10072,
Walking,1.58E+12,0.13140869,0.86788785,0.081394956,6,10078,
Walking,1.58E+12,0.09806671,0.89044344,0.071588136,13,10091,
Walking,1.58E+12,0.09806671,0.89044344,0.071588136,4,10095,
Walking,1.58E+12,0.09512482,1.0748093,0.13435058,34,10129,
Walking,1.58E+12,0.09512482,1.0748093,0.13435058,7,10136,
Walking,1.58E+12,0.10296936,1.1316879,0.10983429,12,10148,
Walking,1.58E+12,0.10296936,1.1316879,0.10983429,5,10153,
Walking,1.58E+12,-0.10885315,1.2787873,0.13631287,35,10188,
Walking,1.58E+12,-0.10885315,1.2787873,0.13631287,8,10196,
Walking,1.58E+12,-0.17848054,1.3278198,0.10983429,14,10210,
Walking,1.58E+12,-0.17848054,1.3278198,0.10983429,3,10213,
Walking,1.58E+12,-0.037265014,1.236618,-0.11277618,34,10247,
Walking,1.58E+12,-0.037265014,1.236618,-0.11277618,5,10252,
Walking,1.58E+12,0.032362364,1.1110932,-0.1647522,16,10268,
Walking,1.58E+12,0.032362364,1.1110932,-0.1647522,7,10275,
Walking,1.58E+12,0.28929597,1.2984009,-0.026478577,32,10307,
Walking,1.58E+12,0.28929597,1.2984009,-0.026478577,7,10314,
Walking,1.58E+12,0.35500032,1.4288285,-0.25987548,12,10326,
Walking,1.58E+12,0.35500032,1.4288285,-0.25987548,6,10332,
Walking,1.58E+12,0.4795456,1.3562591,-0.19319153,33,10365,
Walking,1.58E+12,0.4795456,1.3562591,-0.19319153,8,10373,
Walking,1.58E+12,0.36873016,1.3052658,-0.045111082,13,10386,
Walking,1.58E+12,0.36873016,1.3052658,-0.045111082,7,10393,
Walking,1.58E+12,0.2569336,1.1817017,0.051974487,13,10406,
Walking,1.58E+12,0.2569336,1.1817017,0.051974487,3,10409,
Walking,1.58E+12,0.14611968,0.95418704,0.07551117,36,10445,
Walking,1.58E+12,0.14611968,0.95418704,0.07551117,8,10453,
Walking,1.58E+12,0.07649231,0.7541321,0.006864929,7,10460,
Walking,1.58E+12,0.07649231,0.7541321,0.006864929,5,10465,
Walking,1.58E+12,0.051974487,0.6050705,-0.006864929,20,10485,
Walking,1.58E+12,0.051974487,0.6050705,-0.006864929,4,10489,
Walking,1.58E+12,0,0.55211484,-0.023536682,4,10493,
Walking,1.58E+12,0,0.55211484,-0.023536682,7,10500,
Walking,1.58E+12,-0.014709473,0.45012513,-0.03334198,27,10527,
Walking,1.58E+12,-0.014709473,0.45012513,-0.03334198,5,10532,
Walking,1.58E+12,0.03334198,0.42168579,-0.031381227,11,10543,
Walking,1.58E+12,0.03334198,0.42168579,-0.031381227,6,10549,
Walking,1.58E+12,0.12454376,0.590361,0.24418488,35,10584,
Walking,1.58E+12,0.12454376,0.590361,0.24418488,5,10589,
Walking,1.58E+12,0.1892685,0.7178467,0.39324647,15,10604,
Walking,1.58E+12,0.1892685,0.7178467,0.39324647,5,10609,
Walking,1.58E+12,0.2569336,1.0640213,0.4932739,33,10642,
Walking,1.58E+12,0.2569336,1.0640213,0.4932739,10,10652,
Walking,1.58E+12,0.4795456,1.2964386,0.55505675,15,10667,
Walking,1.58E+12,0.4795456,1.2964386,0.55505675,7,10674,
Walking,1.58E+12,0.24908905,1.1797394,0.5530945,30,10704,
Walking,1.58E+12,0.24908905,1.1797394,0.5530945,7,10711,
Walking,1.58E+12,0.20495911,1.1424744,0.5697662,11,10722,
Walking,1.58E+12,0.20495911,1.1424744,0.5697662,6,10728,
Walking,1.58E+12,0.21182403,1.2572129,0.4432602,16,10744,
Walking,1.58E+12,0.21182403,1.2572129,0.4432602,6,10750,
Walking,1.58E+12,0.31283265,1.3376267,-0.33146515,31,10781,
Walking,1.58E+12,0.31283265,1.3376267,-0.33146515,7,10788,
Walking,1.58E+12,0.59232175,1.5317993,-0.49523622,17,10805,
Walking,1.58E+12,0.59232175,1.5317993,-0.49523622,6,10811,
Walking,1.58E+12,0.22359161,0.92672884,0.050994873,11,10822,
Walking,1.58E+12,0.22359161,0.92672884,0.050994873,6,10828,
Walking,1.58E+12,0.11571808,0.8482758,-0.1588684,13,10841,
Walking,1.58E+12,0.11571808,0.8482758,-0.1588684,3,10844,
Walking,1.58E+12,0.025497437,0.9286896,-0.36382598,17,10861,
Walking,1.58E+12,0.025497437,0.9286896,-0.36382598,3,10864,
Walking,1.58E+12,0.056878664,1.114035,-0.17946167,17,10881,
Walking,1.58E+12,0.056878664,1.114035,-0.17946167,4,10885,
Walking,1.58E+12,0.10787354,1.1022675,-0.004902649,16,10901,
Walking,1.58E+12,0.10787354,1.1022675,-0.004902649,3,10904,
Walking,1.58E+12,0.12650605,0.8659271,0.047071837,17,10921,
Walking,1.58E+12,0.12650605,0.8659271,0.047071837,4,10925,
Walking,1.58E+12,0.18730775,0.49033204,-0.13140869,35,10960,
Walking,1.58E+12,0.18730775,0.49033204,-0.13140869,4,10964,
Walking,1.58E+12,0.17161712,0.6060516,-0.16867371,15,10979,
Walking,1.58E+12,0.17161712,0.6060516,-0.16867371,6,10985,
Walking,1.58E+12,0.12748718,0.798262,-0.07355042,14,10999,
Walking,1.58E+12,0.12748718,0.798262,-0.07355042,6,11005,
Walking,1.58E+12,0.10296936,0.8933853,0.07551117,14,11019,
Walking,1.58E+12,0.10296936,0.8933853,0.07551117,5,11024,
Walking,1.58E+12,0.121601865,0.8561203,0.16278991,15,11039,
Walking,1.58E+12,0.121601865,0.8561203,0.16278991,7,11046,
Walking,1.58E+12,0.05491791,0.97674257,0.16769409,33,11079,
Walking,1.58E+12,0.05491791,0.97674257,0.16769409,6,11085,
Walking,1.58E+12,0.043148804,1.0424469,0.16082916,16,11101,
Walking,1.58E+12,0.043148804,1.0424469,0.16082916,9,11110,
Walking,1.58E+12,0.06864624,1.080693,0.12748718,29,11139,
Walking,1.58E+12,0.06864624,1.080693,0.12748718,8,11147,
Walking,1.58E+12,0.08825989,1.1473786,0.18044281,8,11155,
Walking,1.58E+12,0.08825989,1.1473786,0.18044281,10,11165,
Walking,1.58E+12,-0.13925476,1.2787873,0.11277618,14,11179,
Walking,1.58E+12,-0.13925476,1.2787873,0.11277618,4,11183,
Walking,1.58E+12,-0.13925476,1.2611358,0.04216919,14,11197,
Walking,1.58E+12,-0.13925476,1.2611358,0.04216919,4,11201,
Walking,1.58E+12,-0.009806824,1.169934,-0.055897523,36,11237,
Walking,1.58E+12,-0.009806824,1.169934,-0.055897523,8,11245,
Walking,1.58E+12,0.09806671,1.0336212,-0.078453064,8,11253,
Walking,1.58E+12,0.09806671,1.0336212,-0.078453064,8,11261,
Walking,1.58E+12,0.100027464,1.2650573,0.059820555,17,11278,
Walking,1.58E+12,0.100027464,1.2650573,0.059820555,6,11284,
Walking,1.58E+12,0.052955627,1.5210114,-0.3206772,14,11298,
Walking,1.58E+12,0.052955627,1.5210114,-0.3206772,8,11306,
Walking,1.58E+12,0.34519348,1.5523926,-0.32852325,11,11317,
Walking,1.58E+12,0.34519348,1.5523926,-0.32852325,8,11325,
Walking,1.58E+12,0.54524994,1.4602096,-0.16082916,11,11336,
Walking,1.58E+12,0.54524994,1.4602096,-0.16082916,4,11340,
Walking,1.58E+12,0.54230803,1.3758729,-0.059820555,16,11356,
Walking,1.58E+12,0.54230803,1.3758729,-0.059820555,5,11361,
Walking,1.58E+12,0.4187439,1.2258316,0.02942047,35,11396,
Walking,1.58E+12,0.4187439,1.2258316,0.02942047,5,11401,
Walking,1.58E+12,0.21280365,1.0149887,0.032362364,8,11409,
Walking,1.58E+12,0.21280365,1.0149887,0.032362364,5,11414,
Walking,1.58E+12,0.058839418,0.6393936,-0.018632507,21,11435,
Walking,1.58E+12,0.058839418,0.6393936,-0.018632507,7,11442,
Walking,1.58E+12,0.002941895,0.56094056,-0.024516296,12,11454,
Walking,1.58E+12,0.002941895,0.56094056,-0.024516296,7,11461,
Walking,1.58E+12,-0.04118805,0.52759856,-0.039227296,14,11475,
Walking,1.58E+12,-0.04118805,0.52759856,-0.039227296,6,11481,
Walking,1.58E+12,-0.0460907,0.46287385,-0.028439332,14,11495,
Walking,1.58E+12,-0.0460907,0.46287385,-0.028439332,6,11501,
Walking,1.58E+12,0.018632507,0.46679688,0.07060852,33,11534,
Walking,1.58E+12,0.018632507,0.46679688,0.07060852,13,11547,
Walking,1.58E+12,0.039227296,0.586438,0.26085663,10,11557,
Walking,1.58E+12,0.039227296,0.586438,0.26085663,7,11564,
Walking,1.58E+12,0.09708557,0.709021,0.36480713,11,11575,
Walking,1.58E+12,0.09708557,0.709021,0.36480713,2,11577,
Walking,1.58E+12,0.18142243,0.8414108,0.4187439,18,11595,
Walking,1.58E+12,0.18142243,0.8414108,0.4187439,8,11603,
Walking,1.58E+12,0.53054047,1.2964386,0.57957304,30,11633,
Walking,1.58E+12,0.53054047,1.2964386,0.57957304,3,11636,
Walking,1.58E+12,0.44816437,1.2817291,0.5668243,16,11652,
Walking,1.58E+12,0.44816437,1.2817291,0.5668243,5,11657,
Walking,1.58E+12,0.25889587,1.1375717,0.51484984,37,11694,
Walking,1.58E+12,0.25889587,1.1375717,0.51484984,6,11700,
Walking,1.58E+12,0.21280365,1.1866043,0.5334824,6,11706,
Walking,1.58E+12,0.21280365,1.1866043,0.5334824,9,11715,
Walking,1.58E+12,0.28243104,1.411177,-0.31675416,17,11732,
Walking,1.58E+12,0.28243104,1.411177,-0.31675416,7,11739,
Walking,1.58E+12,0.35598144,1.3493958,-0.4805252,19,11758,
Walking,1.58E+12,0.35598144,1.3493958,-0.4805252,6,11764,
Walking,1.58E+12,0.19221039,0.9796845,-0.10296936,30,11794,
Walking,1.58E+12,0.19221039,0.9796845,-0.10296936,6,11800,
Walking,1.58E+12,0.16181031,0.9492844,-0.17946167,10,11810,
Walking,1.58E+12,0.16181031,0.9492844,-0.17946167,5,11815,
Walking,1.58E+12,0.09610443,0.9600708,-0.23437957,19,11834,
Walking,1.58E+12,0.09610443,0.9600708,-0.23437957,8,11842,
Walking,1.58E+12,0.05393677,1.0365632,-0.10787354,9,11851,
Walking,1.58E+12,0.05393677,1.0365632,-0.10787354,6,11857,
Walking,1.58E+12,0.045111082,0.831604,-0.001960754,34,11891,
Walking,1.58E+12,0.045111082,0.831604,-0.001960754,4,11895,
Walking,1.58E+12,0.13337097,0.6207611,-0.055897523,17,11912,
Walking,1.58E+12,0.13337097,0.6207611,-0.055897523,6,11918,
Walking,1.58E+12,0.18436432,0.6364517,-0.09708557,31,11949,
Walking,1.58E+12,0.18436432,0.6364517,-0.09708557,6,11955,
Walking,1.58E+12,0.15690613,0.7913971,-0.024516296,14,11969,
Walking,1.58E+12,0.15690613,0.7913971,-0.024516296,6,11975,
Walking,1.58E+12,0.11375733,0.8884827,0.07747193,15,11990,
Walking,1.58E+12,0.11375733,0.8884827,0.07747193,12,12002,
Walking,1.58E+12,0.14415741,0.87279207,0.06374359,27,12029,
Walking,1.58E+12,0.14415741,0.87279207,0.06374359,16,12045,
Walking,1.58E+12,0.13238983,0.96399385,0.12944794,9,12054,
Walking,1.58E+12,0.13238983,0.96399385,0.12944794,6,12060,
Walking,1.58E+12,0.06668548,1.0738281,0.16573182,11,12071,
Walking,1.58E+12,0.06668548,1.0738281,0.16573182,4,12075,
Walking,1.58E+12,0.008825684,1.1218811,0.18534546,33,12108,
Walking,1.58E+12,0.008825684,1.1218811,0.18534546,15,12123,
Walking,1.58E+12,-0.117680356,1.2228897,0.15200348,9,12132,
Walking,1.58E+12,-0.117680356,1.2228897,0.15200348,4,12136,
Walking,1.58E+12,-0.18730775,1.2925171,0.090220645,16,12152,
Walking,1.58E+12,-0.18730775,1.2925171,0.090220645,6,12158,
Walking,1.58E+12,0.023536682,1.2091599,-0.07551117,28,12186,
Walking,1.58E+12,0.023536682,1.2091599,-0.07551117,6,12192,
Walking,1.58E+12,0.1039505,1.0904999,-0.11179657,14,12206,
Walking,1.58E+12,0.1039505,1.0904999,-0.11179657,7,12213,
Walking,1.58E+12,0.16573182,1.0934417,-0.028439332,12,12225,
Walking,1.58E+12,0.16573182,1.0934417,-0.028439332,5,12230,
Walking,1.58E+12,0.21868896,1.324878,0.001960754,17,12247,
Walking,1.58E+12,0.21868896,1.324878,0.001960754,7,12254,
Walking,1.58E+12,0.30008394,1.488649,-0.25203094,13,12267,
Walking,1.58E+12,0.30008394,1.488649,-0.25203094,8,12275,
Walking,1.58E+12,0.44816437,1.4680557,-0.29420012,11,12286,
Walking,1.58E+12,0.44816437,1.4680557,-0.29420012,7,12293,
Walking,1.58E+12,0.44129944,1.2934967,-0.032362364,33,12326,
Walking,1.58E+12,0.44129944,1.2934967,-0.032362364,6,12332,
Walking,1.58E+12,0.2745865,1.1405137,0.060801696,12,12344,
Walking,1.58E+12,0.2745865,1.1405137,0.060801696,7,12351,
Walking,1.58E+12,0.12356415,0.9453613,0.051974487,14,12365,
Walking,1.58E+12,0.12356415,0.9453613,0.051974487,6,12371,
Walking,1.58E+12,0.06668548,0.7766861,-0.009806824,34,12405,
Walking,1.58E+12,0.06668548,0.7766861,-0.009806824,8,12413,
Walking,1.58E+12,0.043148804,0.66489106,-0.012748718,9,12422,
Walking,1.58E+12,0.043148804,0.66489106,-0.012748718,8,12430,
Walking,1.58E+12,0.018632507,0.6295868,-0.044129945,17,12447,
Walking,1.58E+12,0.018632507,0.6295868,-0.044129945,4,12451,
Walking,1.58E+12,-0.00098114,0.5815338,-0.050013732,7,12458,
Walking,1.58E+12,-0.00098114,0.5815338,-0.050013732,8,12466,
Walking,1.58E+12,0.026478577,0.43345338,-0.016671753,18,12484,
Walking,1.58E+12,0.026478577,0.43345338,-0.016671753,3,12487,
Walking,1.58E+12,0.050013732,0.49425507,0.065704346,16,12503,
Walking,1.58E+12,0.050013732,0.49425507,0.065704346,6,12509,
Walking,1.58E+12,0.050013732,0.5942825,0.25497285,15,12524,
Walking,1.58E+12,0.050013732,0.5942825,0.25497285,7,12531,
Walking,1.58E+12,0.050013732,0.71294403,0.42658997,33,12564,
Walking,1.58E+12,0.050013732,0.71294403,0.42658997,7,12571,
Walking,1.58E+12,0.050013732,0.8345459,0.5099457,6,12577,
Walking,1.58E+12,0.050013732,0.8345459,0.5099457,8,12585,
Walking,1.58E+12,0.12258301,1.0365632,0.58741915,18,12603,
Walking,1.58E+12,0.12258301,1.0365632,0.58741915,4,12607,
Walking,1.58E+12,0.49523622,1.2179855,0.5619217,6,12613,
Walking,1.58E+12,0.49523622,1.2179855,0.5619217,7,12620,
Walking,1.58E+12,0.52759856,1.2513291,0.4893524,22,12642,
Walking,1.58E+12,0.52759856,1.2513291,0.4893524,6,12648,
Walking,1.58E+12,0.33244476,1.1522812,0.41482085,9,12657,
Walking,1.58E+12,0.33244476,1.1522812,0.41482085,7,12664,
Walking,1.58E+12,0.30694884,1.1522812,0.5530945,8,12672,
Walking,1.58E+12,0.30694884,1.1522812,0.5530945,4,12676,
Walking,1.58E+12,0.378537,1.376854,-0.23045655,25,12701,
Walking,1.58E+12,0.378537,1.376854,-0.23045655,4,12705,
Walking,1.58E+12,0.4550293,1.4631516,-0.5599594,17,12722,
Walking,1.58E+12,0.4550293,1.4631516,-0.5599594,2,12724,
Walking,1.58E+12,0.17357787,1.0179306,-0.08825989,38,12762,
Walking,1.58E+12,0.17357787,1.0179306,-0.08825989,4,12766,
Walking,1.58E+12,0.10787354,0.9286896,-0.15396424,15,12781,
Walking,1.58E+12,0.10787354,0.9286896,-0.15396424,5,12786,
Walking,1.58E+12,0.00098114,0.92182463,-0.24810791,14,12800,
Walking,1.58E+12,0.00098114,0.92182463,-0.24810791,4,12804,
Walking,1.58E+12,0.002941895,1.0130265,-0.11669922,18,12822,
Walking,1.58E+12,0.002941895,1.0130265,-0.11669922,5,12827,
Walking,1.58E+12,0.10787354,0.84042966,0.060801696,33,12860,
Walking,1.58E+12,0.10787354,0.84042966,0.060801696,11,12871,
Walking,1.58E+12,0.15984802,0.6138962,-0.024516296,10,12881,
Walking,1.58E+12,0.15984802,0.6138962,-0.024516296,9,12890,
Walking,1.58E+12,0.15984802,0.5256363,-0.14121552,10,12900,
Walking,1.58E+12,0.15984802,0.5256363,-0.14121552,4,12904,
Walking,1.58E+12,0.1647522,0.63154906,-0.16082916,17,12921,
Walking,1.58E+12,0.1647522,0.63154906,-0.16082916,4,12925,
Walking,1.58E+12,0.1863266,0.84337157,0.050994873,34,12959,
Walking,1.58E+12,0.1863266,0.84337157,0.050994873,6,12965,
Walking,1.58E+12,0.19417115,0.83258516,0.08825989,14,12979,
Walking,1.58E+12,0.19417115,0.83258516,0.08825989,6,12985,
Walking,1.58E+12,0.17651978,0.83650666,0.043148804,19,13004,
Walking,1.58E+12,0.17651978,0.83650666,0.043148804,7,13011,
Walking,1.58E+12,0.10493164,1.0336212,0.15690613,27,13038,
Walking,1.58E+12,0.10493164,1.0336212,0.15690613,6,13044,
Walking,1.58E+12,0.062762454,1.0914795,0.13042907,13,13057,
Walking,1.58E+12,0.062762454,1.0914795,0.13042907,6,13063,
Walking,1.58E+12,0.004902649,1.1660111,0.17750092,18,13081,
Walking,1.58E+12,0.004902649,1.1660111,0.17750092,9,13090,
Walking,1.58E+12,-0.21672669,1.3788147,0.10983429,27,13117,
Walking,1.58E+12,-0.21672669,1.3788147,0.10983429,10,13127,
Walking,1.58E+12,-0.20201722,1.3788147,0.020593261,21,13148,
Walking,1.58E+12,-0.20201722,1.3788147,0.020593261,3,13151,
Walking,1.58E+12,-0.005883789,1.1405137,-0.1647522,25,13176,
Walking,1.58E+12,-0.005883789,1.1405137,-0.1647522,8,13184,
Walking,1.58E+12,0.13238983,1.1238419,-0.019613648,18,13202,
Walking,1.58E+12,0.13238983,1.1238419,-0.019613648,10,13212,
Walking,1.58E+12,0.33244476,1.4788421,-0.22751465,24,13236,
Walking,1.58E+12,0.33244476,1.4788421,-0.22751465,6,13242,
Walking,1.58E+12,0.45012513,1.4778626,-0.3020447,14,13256,
Walking,1.58E+12,0.45012513,1.4778626,-0.3020447,5,13261,
Walking,1.58E+12,0.33538818,1.2827103,-0.10296936,57,13318,
Walking,1.58E+12,0.33538818,1.2827103,-0.10296936,6,13324,
Walking,1.58E+12,0.23634033,1.1601273,0.031381227,6,13330,
Walking,1.58E+12,0.23634033,1.1601273,0.031381227,6,13336,
Walking,1.58E+12,0.14317779,0.9571289,0.044129945,29,13365,
Walking,1.58E+12,0.14317779,0.9571289,0.044129945,4,13369,
Walking,1.58E+12,0.08531799,0.7884552,0.001960754,6,13375,
Walking,1.58E+12,0.08531799,0.7884552,0.001960754,4,13379,
Walking,1.58E+12,-0.018632507,0.5942825,-0.03530426,15,13394,
Walking,1.58E+12,-0.018632507,0.5942825,-0.03530426,4,13398,
Walking,1.58E+12,-0.050013732,0.5432892,-0.044129945,18,13416,
Walking,1.58E+12,-0.050013732,0.5432892,-0.044129945,5,13421,
Walking,1.58E+12,0.019613648,0.4246277,-0.059820555,33,13454,
Walking,1.58E+12,0.019613648,0.4246277,-0.059820555,3,13457,
Walking,1.58E+12,0.071588136,0.46875763,0.013729858,16,13473,
Walking,1.58E+12,0.071588136,0.46875763,0.013729858,3,13476,
Walking,1.58E+12,0.099047855,0.5942825,0.21966858,17,13493,
Walking,1.58E+12,0.099047855,0.5942825,0.21966858,4,13497,
Walking,1.58E+12,0.11081543,0.75315094,0.3942276,20,13517,
Walking,1.58E+12,0.11081543,0.75315094,0.3942276,5,13522,
Walking,1.58E+12,0.17553863,1.0326401,0.5001389,31,13553,
Walking,1.58E+12,0.17553863,1.0326401,0.5001389,4,13557,
Walking,1.58E+12,0.20103607,1.2268112,0.5030807,19,13576,
Walking,1.58E+12,0.20103607,1.2268112,0.5030807,11,13587,
Walking,1.58E+12,0.24026337,1.1463974,0.590361,25,13612,
Walking,1.58E+12,0.24026337,1.1463974,0.590361,7,13619,
Walking,1.58E+12,0.21280365,1.2258316,0.5197525,14,13633,
Walking,1.58E+12,0.21280365,1.2258316,0.5197525,6,13639,
Walking,1.58E+12,0.4403183,1.5621994,-0.378537,32,13671,
Walking,1.58E+12,0.4403183,1.5621994,-0.378537,5,13676,
Walking,1.58E+12,0.24810791,1.2964386,-0.41972503,15,13691,
Walking,1.58E+12,0.24810791,1.2964386,-0.41972503,7,13698,
Walking,1.58E+12,0.1588684,0.9855682,0.001960754,33,13731,
Walking,1.58E+12,0.1588684,0.9855682,0.001960754,10,13741,
Walking,1.58E+12,0.13042907,0.9198639,-0.087278746,10,13751,
Walking,1.58E+12,0.13042907,0.9198639,-0.087278746,7,13758,
Walking,1.58E+12,0.10100861,1.1120743,-0.20594025,14,13772,
Walking,1.58E+12,0.10100861,1.1120743,-0.20594025,3,13775,
Walking,1.58E+12,0.06668548,1.1297257,-0.032362364,15,13790,
Walking,1.58E+12,0.06668548,1.1297257,-0.032362364,4,13794,
Walking,1.58E+12,0.039227296,0.96399385,0.02745819,16,13810,
Walking,1.58E+12,0.039227296,0.96399385,0.02745819,8,13818,
Walking,1.58E+12,0.08041382,0.71686554,0,12,13830,
Walking,1.58E+12,0.08041382,0.71686554,0,6,13836,
Walking,1.58E+12,0.15984802,0.52857816,-0.099047855,14,13850,
Walking,1.58E+12,0.15984802,0.52857816,-0.099047855,4,13854,
Walking,1.58E+12,0.19711304,0.55211484,-0.14611968,17,13871,
Walking,1.58E+12,0.19711304,0.55211484,-0.14611968,4,13875,
Walking,1.58E+12,0.14906159,0.8443527,0.052955627,34,13909,
Walking,1.58E+12,0.14906159,0.8443527,0.052955627,6,13915,
Walking,1.58E+12,0.11375733,0.84042966,0.12944794,13,13928,
Walking,1.58E+12,0.11375733,0.84042966,0.12944794,5,13933,
Walking,1.58E+12,0.121601865,0.8070877,0.099047855,18,13951,
Walking,1.58E+12,0.121601865,0.8070877,0.099047855,8,13959,
Walking,1.58E+12,0.13042907,0.8512176,0.08531799,29,13988,
Walking,1.58E+12,0.13042907,0.8512176,0.08531799,7,13995,
Walking,1.58E+12,0.10885315,0.96693575,0.15494537,7,14002,
Walking,1.58E+12,0.10885315,0.96693575,0.15494537,6,14008,
Walking,1.58E+12,0.04216919,1.1228607,0.19122925,23,14031,
Walking,1.58E+12,0.04216919,1.1228607,0.19122925,6,14037,
Walking,1.58E+12,-0.037265014,1.2071991,0.21378478,13,14050,
Walking,1.58E+12,-0.037265014,1.2071991,0.21378478,4,14054,
Walking,1.58E+12,-0.23830108,1.3278198,0.043148804,32,14086,
Walking,1.58E+12,-0.23830108,1.3278198,0.043148804,5,14091,
